"x"
-0.378966554366728
-0.326345863519168
-0.323261555198557
-0.322319906414312
-0.322006588258944
-0.320782940974832
-0.316781266758114
-0.315485521615887
-0.312537978878941
-0.309915685879306
-0.308319601702028
-0.306573559778515
-0.306528172667751
-0.306180183089534
-0.30262795167883
-0.301565372573046
-0.297361558760942
-0.295881306157018
-0.294799489132485
-0.293791270161661
-0.293427429574308
-0.292252604170776
-0.292060410789658
-0.291516034924953
-0.287390886003221
-0.286724915562935
-0.286310655906
-0.285996835429117
-0.285901104110958
-0.28528250010916
-0.284341742501835
-0.282612260692175
-0.282561688003607
-0.282461958904549
-0.281775176438695
-0.281771729988849
-0.277929962310128
-0.277228150234398
-0.2760095112203
-0.275167225675167
-0.273807393007591
-0.273045599482638
-0.272067748187401
-0.269509083484081
-0.267238116597058
-0.266901499771805
-0.266030926013676
-0.26515376955441
-0.260661645594936
-0.260376815393392
-0.260073148826311
-0.259765088417721
-0.25953930054895
-0.25865444113442
-0.257378891163124
-0.256900068055785
-0.256106146499339
-0.256052363564298
-0.255550844036785
-0.254289407501987
-0.253844063142761
-0.253785438955007
-0.253696150963695
-0.252001738517225
-0.251864213279067
-0.251473571262548
-0.251110408215797
-0.250996018628759
-0.250735523096695
-0.250141384345165
-0.249916210311633
-0.249379399636061
-0.248998518639089
-0.248988792338013
-0.248621515870567
-0.248567217812443
-0.247693906440243
-0.247555242439248
-0.247028774497776
-0.246518185654834
-0.246364072942219
-0.245758420940279
-0.245538643009062
-0.24541971551646
-0.245235580529183
-0.245162478952555
-0.244786656544674
-0.243499085708223
-0.242698556983422
-0.242466749406218
-0.242107741226674
-0.24210564643941
-0.241912623103426
-0.241667103283047
-0.241273735979811
-0.241250028158964
-0.240821801305515
-0.240528518952576
-0.240347900205108
-0.240347302338255
-0.239461818027722
-0.23910765947255
-0.238799474683704
-0.238653434165467
-0.23827481973677
-0.238146212815233
-0.238034655477222
-0.237233344322134
-0.237038587146796
-0.236859661952416
-0.236742814114884
-0.235810390834823
-0.235568764464808
-0.235444988509587
-0.235351621419642
-0.235335143747364
-0.234841094684246
-0.234204662344951
-0.234176892910688
-0.234175268431153
-0.23417436814478
-0.233717604609484
-0.233694415640498
-0.233567134260249
-0.233374211821679
-0.233184619872665
-0.233031760995538
-0.232852440701807
-0.232835833311426
-0.232461592330899
-0.231558647196276
-0.231230626651806
-0.231016975924495
-0.230882424576169
-0.230716531352547
-0.23051320357861
-0.230182704011534
-0.229591768580864
-0.229118227226326
-0.228501392381471
-0.228321307065216
-0.228290603417538
-0.227446489494282
-0.227401905883275
-0.227347801694187
-0.226978663313772
-0.22677527574763
-0.226709534549488
-0.226298468334409
-0.225889934626381
-0.225098694650301
-0.225066351326966
-0.224874769692042
-0.224870517009477
-0.22480736752616
-0.224726473934352
-0.224259122199636
-0.224070314069027
-0.223964725407295
-0.223792550378644
-0.223783869728135
-0.223466272338514
-0.223319406246775
-0.223142341582006
-0.223126484806603
-0.222877160120319
-0.222281868189365
-0.222073709806216
-0.222046974284521
-0.221859268454211
-0.221819718520763
-0.221460037631055
-0.221387060990557
-0.221222535630698
-0.220607920661611
