PLATE	POSITION	MASTER	TYPE	CLASS	STRAIN	YFP.MEDIAN.FINAL.MEAN	YFP.SD.FINAL.MEAN	YFP.MEDIAN.CORRECT.MEAN	YFP.SD.CORRECT.MEAN	YFP.MEDIAN.RELATIVE.MEAN	FSC.MEDIAN.RELATIVE.MEAN	YFP.SD.SCALED.MEAN	YFP.CV.MEAN	YFP.CV.RELATIVE.MEAN	YFP.SD.RELATIVE.MEAN	YFP.MEDIAN.FINAL.SD	YFP.SD.FINAL.SD	YFP.MEDIAN.CORRECT.SD	YFP.SD.CORRECT.SD	YFP.MEDIAN.RELATIVE.SD	FSC.MEDIAN.RELATIVE.SD	YFP.SD.SCALED.SD	YFP.CV.SD	YFP.CV.RELATIVE.SD	YFP.SD.RELATIVE.SD	N	P.VAL.MEDIAN	P.VAL.NOISE
15	H04	4	C	EMS	2P15H04	1.02490689377321	0.0703933482242431	1.00029042512052	0.0552380193314817	0.995591905797284	0.99885150171218	0.114035471482683	0.114540307946037	0.967099195740273	0.964775074936388	0.00296209456387214	0.000411655091002159	0.000533799439941985	0.000815970548368778	0.00110199589970245	0.00187345537080016	0.00168452068566813	0.00168108847829477	0.0141939492260931	0.0142515618133272	3	0.348536662121053	0.349784278648848
15	H05	4	C	SHAM	2P15H05	1.02114353083604	0.0685053920307998	1.00071920976682	0.0569514435916403	0.996477105156289	1.00055269874774	0.117572729800808	0.117980059355653	0.996142079258214	0.994701365541999	0.00749611345732227	0.00635635725658375	0.00176581951869077	0.00257181789169684	0.00364542508591473	0.000760594887030347	0.00530935883285918	0.00506541438745565	0.0427688581255388	0.0449188046424111	4	0.384354760404508	0.454836378651801
15	H06	4	C	EMS	2P15H06	1.04407334406658	0.0670882336276374	1.02263724102162	0.0551054113534215	1.0417255238788	1.00176802842858	0.113761710520877	0.109097350623757	0.921142626011955	0.962458973209379	0.0234443075746876	0.00961989680777451	0.0171890126997793	0.00449849576684576	0.0354856526585124	0.00262515777457443	0.00928686603798523	0.00586949706700276	0.0495579765297345	0.0785697359008333	4	0.0679115398091469	0.106013639181649
15	H08	4	C	EMS	2P15H08	1.02276045652824	0.0667919574486966	1.00225747287726	0.0552566267969251	0.999652754123901	0.99862520843954	0.114073885443223	0.114112700011044	0.963488769878503	0.965100068828001	0.00883028214071151	0.00714525396189493	0.00149295110937573	0.000774295401474611	0.00308210514639549	0.000498791640111234	0.0015984849247429	0.00148062990961445	0.0125014156191351	0.0135236728800451	4	0.468095198812077	0.277972388213476
15	H09	4	C	EMS	2P15H09	1.01637297175329	0.0648608105009067	0.996121303994629	0.0534978752285505	0.986985013316096	0.997705564548694	0.110443051703206	0.111902327797755	0.944825914608669	0.934382101444148	0.00862204512892571	0.00787007532888746	0.00134891374481104	0.00117208714263458	0.00278474892366986	0.000576072304907273	0.00241970134966351	0.00260594103668784	0.0220027650171389	0.0204714157848665	4	0.0768256257081059	0.156606683804627
15	H10	4	C	EMS	2P15H10	1.02334933924503	0.065936538170082	1.0028389605823	0.0543946385053779	1.00085319949484	0.999457176415791	0.112294363975423	0.112213829273678	0.947456017777065	0.950044771251504	0.00770236738092976	0.0099043936808248	0.00244129926646906	0.00263993297794734	0.00503991121063718	0.000870469635792896	0.00544997821186056	0.00581368829427205	0.0490867658250405	0.0461084877309244	4	0.472337090470347	0.259574905021049
15	H11	4	C	EMS	2P15H11	1.01380728658281	0.0634948534789554	0.993695706303108	0.052272980075371	0.981977517034958	0.998853488034338	0.107914331484773	0.109827205655874	0.927305017463697	0.912988352582402	0.00751672298003048	0.00799422967003545	0.0061243201600779	0.00485342684636492	0.0126432798535799	0.000808799772065541	0.0100195992801737	0.00919047677067174	0.0775980338517489	0.0847688839330146	4	0.0884000123766206	0.229423868312757
16	A03	4	D	EMS	2P16A03	1.00648701889061	0.0609373516604105	1.00618454356039	0.0585840686069334	1.00775994844978	0.998710648716861	0.120943183079666	0.119916750641248	1.01249416192923	1.02321643433946	0.0237394464502645	0.00931466502111551	0.00967266956379703	0.00541042464273312	0.0199686275422831	0.00122138482562377	0.0111694867506584	0.00934144610089491	0.0788727145336714	0.0944972847199028	4	0.500834793362878	0.535345183960314
16	A04	4	D	EMS	2P16A04	0.993439730982489	0.0579517093573333	0.993138448688982	0.0557653566755733	0.980827093186797	1.00194635374358	0.115124126785529	0.117322426670912	0.990589483391223	0.973985432798962	0.0234456452005598	0.00674137803205968	0.00980254614218196	0.00620879584954548	0.020236749698543	0.00199505153101346	0.0128176746851443	0.0122025833593505	0.103030180068499	0.108441460311305	4	0.178923411223134	0.687074127606855
16	A05	4	D	EMS	2P16A05	1.0204088818532	0.0659176106082717	1.0123116803536	0.060726817067239	1.02040904306811	0.99887414768669	0.12536675463232	0.12284867469333	1.03724930222513	1.06064120683095	0.00317714091810382	0.00147999768873443	0.00111184551721718	0.00369679672685484	0.00229533624315718	0.000779119118796034	0.00763180799790676	0.00721141895517121	0.0608882374838557	0.0645674371083628	3	0.0291700731610171	0.383914546025762
