STRAIN	PLATE	POSITION	REPLICATE	YFP.MEDIAN.R2WT.MEAN	YFP.MEDIAN.R2WT.SD	YFP.SD.R2WT.MEAN	YFP.SD.R2WT.SD	YFP.CV.R2WT.MEAN	YFP.CV.R2WT.SD	YFP.MEDIAN.R2OWN.MEAN	YFP.MEDIAN.R2OWN.SD	YFP.SD.R2OWN.MEAN	YFP.SD.R2OWN.SD	YFP.CV.R2OWN.MEAN	YFP.CV.R2OWN.SD	pvalues.median.r2wt	pvalues.median.r2own	pvalues.sd.r2wt	pvalues.sd.r2own	pvalues.cv.r2wt	pvalues.cv.r2own
ctrl	9	A01	4	1.01379781667374	0.0248315624211498	1.01952215463571	0.0512143579922759	1.00653738929975	0.0469596642801131	1.01379781667374	0.0248315624211498	1.01952215463571	0.0512143579922759	1.00653738929975	0.0469596642801131	1	1	1	1	1	1
sham.tata	1	A02	4	0.627028834432013	0.0316815361985858	0.66574845738369	0.067137147753468	1.06095111124026	0.0612672411674852	1.01122312550384	0.0510935068632327	0.989699194964628	0.0998058355928489	0.978083139203544	0.0564818255399018	1	1	1	1	1	1
sham.wt	10	A02	4	0.974702184975408	0.0263377713032566	0.959412038795626	0.0319198293465767	0.985009340460939	0.0140215278033597	0.974702184975408	0.0263377713032566	0.959412038795626	0.0319198293465767	0.985009340460939	0.0140215278033597	1	1	1	1	1	1
ems.m76	11	A02	4	0.663666725463998	0.0172519305943126	0.990929014116708	0.0223641752866805	1.49553546344599	0.0686190013283586	1.02996365080338	0.0267737717389716	1.03298739777677	0.0233133866338597	1.00184908779	0.0459674046962913	0.291387658390852	0.289758106021616	0.361523829109043	0.355975880018554	0.500463774090487	0.507598001339309
ems.m76	12	A02	4	0.770857790861894	0.0210774214700017	1.23801104724691	0.0916595618388143	1.60665593598418	0.098937997082	1.1963165758706	0.0327106620443983	1.29055642926593	0.0955499040964428	1.07628794047401	0.0662778948056357	5.1413881748072e-05	5.14721021206506e-05	0.00128514882023338	0.00154503785342741	0.205085882292258	0.206044380373784
ems.tata	2	A02	4	0.637689978983288	0.0236348696195825	0.740660784769293	0.0381370564005091	1.1624334633157	0.0427379725548317	1.02841658666955	0.0381164715482962	1.10106358384782	0.0566944070230882	1.07163898399235	0.039399827114331	0.354252471169687	0.354652956298201	0.135509447562169	0.138671472708548	0.130224169028601	0.129027277406073
sham.wt	3	A02	4	1.00152744683875	0.0216165705008747	1.02749207269648	0.0404996422719704	1.02643781442579	0.0195536428501033	1.00152744683875	0.0216165705008747	1.02749207269648	0.0404996422719704	1.02643781442579	0.0195536428501033	1	1	1	1	1	1
ems.m76	4	A02	4	0.646158142116917	0.0202640396645422	0.987382304096213	0.0623728096029154	1.52828946336096	0.0532360282320262	1.00279157220934	0.0314483512162289	1.02929015337021	0.0650201229007027	1.02379077071116	0.0356624551041554	0.569153308672421	0.572736625514403	0.457848088220138	0.459374678597141	0.382795257403891	0.385714285714286
ems.m76	5	A02	4	0.647385941736891	0.0339286859003566	1.01634034016342	0.0806330962503263	1.5702236314261	0.0742405185215764	1.00469703007023	0.0526549122565403	1.0594772665697	0.0840554379614725	1.05188218616078	0.0497332210274191	0.688847717564716	0.689669400175357	0.379038896892365	0.391701756187738	0.30385744450739	0.298001648125258
ems.m76	6	A02	4	0.647988401836786	0.0194436347175894	1.0125396011564	0.0917216725864152	1.5630294143211	0.118948298429632	1.0056320053826	0.0301751409709684	1.05551521132601	0.0956146510345448	1.04706282880003	0.0796826602836386	0.558379297901954	0.553422542460113	0.43481393792784	0.438773938491554	0.415198351365276	0.416795386674905
sham.wt	7	A02	4	0.992839618087093	0.0154128712445264	1.00958063908189	0.0515202105722325	1.01723558538776	0.0358004720644566	0.992839618087093	0.0154128712445264	1.00958063908189	0.0515202105722325	1.01723558538776	0.0358004720644566	1	1	1	1	1	1
ems.tata	8	A02	4	0.656636175137904	0.0306651898340035	0.766915796327788	0.106179456204626	1.16536001589832	0.104760762551691	1.05897153189665	0.0494544228355943	1.14009418694579	0.15784598696702	1.0743369516053	0.0965781876434776	0.11739912618864	0.116766928890946	0.182427209482092	0.177926421404682	0.273842664192185	0.273264781491003
ems.tata	9	A02	4	0.620640437571416	0.00902518483295426	0.685823429471486	0.0637314093913876	1.10495179355896	0.0867218333978997	1.00092041805948	0.01455511312059	1.0195425742378	0.0947428775374022	1.0186470492965	0.079948229610835	0.442791703124196	0.440717266965528	0.537262768091344	0.536354273944387	0.545692710741254	0.551247679934007
sham.wt	1	A03	4	0.996321857132344	0.0116904760234719	0.994860715581973	0.0233682192976203	0.999403119894869	0.025830519250129	0.996321857132344	0.0116904760234719	0.994860715581973	0.0233682192976203	0.999403119894869	0.025830519250129	1	1	1	1	1	1
ems.m76	10	A03	4	0.635456491929722	0.00822873863493539	1.00426025493888	0.0489606647913587	1.58252795746682	0.0974609696296533	0.986183370722793	0.0127704182848994	1.04688446161267	0.0510387212360783	1.06012477092126	0.0652884441092521	0.360160551638965	0.364939870490287	0.360763083268884	0.357095064079469	0.304164089878376	0.297806611059623
sham.tata	11	A03	4	0.604509822632279	0.0104305155624888	0.642616560879391	0.0333503985097459	1.06380798107847	0.0504580222915618	0.974906222285165	0.0168215207475604	0.955311403157677	0.0495785791026222	0.980716866799519	0.0465168850082426	1	1	1	1	1	1
sham.tata	12	A03	4	0.613125834395146	0.0212744331276185	0.638684867304312	0.0624298193152132	1.04131950542643	0.0742761565899789	0.98880145303977	0.0343097439531966	0.949466562027447	0.0928079385431369	0.959984904102442	0.0684746503734497	1	1	1	1	1	1
sham.wt	2	A03	4	0.984865644863769	0.00912533850601047	0.971984781714774	0.0672061367133312	0.9872757518605	0.0588923950585907	0.984865644863769	0.00912533850601047	0.971984781714774	0.0672061367133312	0.9872757518605	0.0588923950585907	1	1	1	1	1	1
ems.m76	3	A03	4	0.643495152147777	0.0319440642615836	1.02996511852945	0.0680072947872421	1.60086243903232	0.0264035118812519	0.998658800796475	0.049574920341765	1.07368032667703	0.0708937547203915	1.07240691606624	0.017687533956389	0.662566266920583	0.667882649129117	0.285795103888089	0.280854999486178	0.12561804697157	0.12601667867806
sham.m76	4	A03	4	0.634122010991953	0.0166890218486288	0.936002307798959	0.0646515905357515	1.47647707745344	0.0776977183915152	0.984112351028939	0.0259001773209789	0.975729416004788	0.0673956230146163	0.989082003967464	0.0520491758279954	1	1	1	1	1	1
sham.tata	5	A03	4	0.614809866417828	0.0330994318797079	0.64196989934395	0.0721958938328797	1.04272433357448	0.0659832740139637	0.991517328342326	0.0533801782626456	0.954350078510294	0.107326148808443	0.961280004989309	0.0608295020371491	1	1	1	1	1	1
sham.tata	6	A03	4	0.632370916633668	0.0186568868214636	0.688769114950734	0.0539138040443101	1.08919259917478	0.0620595594682795	1.01983841839631	0.0300883697332063	1.02392161937879	0.0801480617316438	1.00411876222342	0.0572122580383234	1	1	1	1	1	1
ems.m76	7	A03	4	0.746431843608622	0.0444300402020156	1.02895436459382	0.0596418713380815	1.38107141881682	0.072700674622172	1.15840923948919	0.0689522687457529	1.07262667292092	0.0621732743661519	0.925170398785692	0.0487016900181792	0.00195987415544897	0.00175140369855252	0.275018035659075	0.269096329803639	0.175865439020627	0.173126349336897
sham.tata	8	A03	4	0.608246788655079	0.0104774818305701	0.598144998179913	0.0461667143202373	0.983743488562006	0.0660250190092969	0.980932909183703	0.0168972642760774	0.889200142494062	0.0686312667947609	0.906905991491892	0.0608679864457623	1	1	1	1	1	1
sham.tata	9	A03	4	0.606062714914844	0.00467845570069885	0.600008609437302	0.0305503964496717	0.990666970622077	0.0466895524847641	0.977410605658487	0.00754504790912386	0.891970580098098	0.0454161063938668	0.913288699418572	0.0430427600089148	1	1	1	1	1	1
sham.tata	11	A04	4	0.603585911853725	0.0114562521552322	0.619253129031188	0.0401876468426375	1.02673172412403	0.063417121999971	0.973416211150313	0.0184757486016864	0.92057941176464	0.0597428071917539	0.946536534258536	0.0584637850960704	1	1	1	1	1	1
ems.m76	2	A04	4	0.589537534232194	0.0359027342957253	0.756284715891778	0.120485675331617	1.27827185809405	0.130594157278027	0.914920407707486	0.0557184952480416	0.788384000789161	0.125599495480637	0.856305668625419	0.0874841423273402	0.0260282445108752	0.0283932804287334	0.0159270140714396	0.017108992527699	0.0572589772610351	0.0566397198908398
ems.tata	3	A04	4	0.577949445185873	0.00604678357991796	0.601338337994843	0.0224638848270587	1.04117217192694	0.0335613886431053	0.932071720231929	0.00975178022948282	0.893947349654714	0.0333947281177174	0.959849078417208	0.030940000922103	0.00335120643431635	0.00391429748660898	0.119107722425429	0.117974344443872	0.362361282367448	0.365660105122127
null	4	A04	4	-0.000111822772810088	0.000838513168391113	-0.00109790253979082	0.00285432758838853	-7.85297307484546	7.88805063998675	-0.000111822772810088	0.000838513168391113	-0.00109790253979082	0.00285432758838853	-7.85297307484546	7.88805063998675	1	1	1	1	1	1
ems.m76	5	A04	4	0.639916689540789	0.0496295111043263	1.02691010831466	0.0983348716591422	1.60565194551444	0.0871018769757171	0.99310528082999	0.0770214785272861	1.07049565148133	0.102508536674983	1.07561537405159	0.058348958032631	0.746677655300299	0.745533185726791	0.374067787892815	0.373102845089263	0.184839740286509	0.18213606211755
sham.tata	6	A04	4	0.612677927234077	0.0197213975502409	0.630336299875505	0.061289255089962	1.02808718509565	0.0691029911476643	0.98807910335746	0.0318051294851909	0.937055612558832	0.0911123799834198	0.94778612390328	0.0637055466496005	1	1	1	1	1	1
ems.m76	7	A04	4	0.619515182212021	0.0165443843505434	0.876929650032085	0.0515224351147385	1.41672835588498	0.0787287138040749	0.961443589556348	0.0256757101903316	0.914149514561743	0.0537092217687628	0.949056739663765	0.0527398326788917	0.109968110276721	0.110079917504511	0.1299583269023	0.131326667353881	0.318352638352638	0.315302344714109
sham.m76	8	A04	4	0.631283121167367	0.0146147158516771	0.858039807261015	0.0686986687939452	1.35957457852085	0.0908509201506347	0.979706595525805	0.0226810016481139	0.894457922883107	0.0716144729816413	0.910769810924497	0.0608604166885316	1	1	1	1	1	1
sham.m76	9	A04	4	0.630096461862932	0.0122443052577085	0.888112955024833	0.0405390057309402	1.41036539821655	0.0506654459833738	0.977864984514494	0.0190022926582064	0.925807476896511	0.042259618440771	0.944794237375071	0.0339404394489982	1	1	1	1	1	1
ctrl	1	A05	4	0.981974050981786	0.0173702324646578	0.980106491433937	0.0101844582131331	0.998980699938992	0.00980181496912362	0.981974050981786	0.0173702324646578	0.980106491433937	0.0101844582131331	0.998980699938992	0.00980181496912362	1	1	1	1	1	1
ctrl	10	A05	3	0.967285087861352	0.0189983637101183	0.943394586894116	0.0253118893622146	0.97597441033403	0.00918121565950076	0.967285087861352	0.0189983637101183	0.943394586894116	0.0253118893622146	0.97597441033403	0.00918121565950076	1	1	1	1	1	1
ctrl	11	A05	4	0.991007707240162	0.0199192059699599	1.00182772145024	0.0582470904792609	1.01115638834444	0.0389475924394238	0.991007707240162	0.0199192059699599	1.00182772145024	0.0582470904792609	1.01115638834444	0.0389475924394238	1	1	1	1	1	1
ctrl	12	A05	4	0.967911094588127	0.0087342951140978	0.934216160970503	0.0202915311820415	0.965894953972434	0.016313378237556	0.967911094588127	0.0087342951140978	0.934216160970503	0.0202915311820415	0.965894953972434	0.016313378237556	1	1	1	1	1	1
ctrl	2	A05	4	0.987784226635188	0.015442003277211	1.07101148288582	0.0623166288524787	1.08585141139351	0.0764942580563212	0.987784226635188	0.015442003277211	1.07101148288582	0.0623166288524787	1.08585141139351	0.0764942580563212	1	1	1	1	1	1
ctrl	3	A05	4	1.00383549461549	0.0155336943952053	1.02690543518112	0.0535282210580195	1.02350102961315	0.0432247358770172	1.00383549461549	0.0155336943952053	1.02690543518112	0.0535282210580195	1.02350102961315	0.0432247358770172	1	1	1	1	1	1
ctrl	4	A05	4	1.00040159058906	0.00239809999004509	1.00121317500632	0.01302167646553	1.00156972225327	0.0112365134445157	1.00040159058906	0.00239809999004509	1.00121317500632	0.01302167646553	1.00156972225327	0.0112365134445157	1	1	1	1	1	1
ctrl	5	A05	4	1.00162427979341	0.0188074628628681	1.00897022562569	0.0497777491938229	1.00802603965329	0.042984508664484	1.00162427979341	0.0188074628628681	1.00897022562569	0.0497777491938229	1.00802603965329	0.042984508664484	1	1	1	1	1	1
ctrl	6	A05	4	1.01109192130003	0.0226740249091884	1.06737013198839	0.0593602495421317	1.05664089451027	0.0586415696873974	1.01109192130003	0.0226740249091884	1.06737013198839	0.0593602495421317	1.05664089451027	0.0586415696873974	1	1	1	1	1	1
ctrl	7	A05	4	0.994472899809113	0.00627966721631466	0.996496084978906	0.010009738331281	1.00282863899257	0.0107694925833333	0.994472899809113	0.00627966721631466	0.996496084978906	0.010009738331281	1.00282863899257	0.0107694925833333	1	1	1	1	1	1
ctrl	8	A05	4	0.992380089011452	0.00767272979121665	0.984741901923828	0.0345368646588153	0.993083832620765	0.0347451741036757	0.992380089011452	0.00767272979121665	0.984741901923828	0.0345368646588153	0.993083832620765	0.0347451741036757	1	1	1	1	1	1
ctrl	9	A05	4	0.999158224768608	0.0103284655735827	1.02109056763388	0.0184903227879913	1.02285375041767	0.023139035940816	0.999158224768608	0.0103284655735827	1.02109056763388	0.0184903227879913	1.02285375041767	0.023139035940816	1	1	1	1	1	1
ems.m76	1	A06	4	0.687877026691244	0.0348537622940527	1.08434676880789	0.0776867562801146	1.57660313143797	0.0479641503740041	1.06753631985897	0.0540905651575618	1.13037011838528	0.0809840453435975	1.05615577005341	0.0321308597979307	0.10884003501004	0.108130374337058	0.0936551227293779	0.0929574566592932	0.247077604408054	0.23937210499228
ems.tata	10	A06	4	0.587118801384886	0.0301272074186921	0.484578067979767	0.0698827303010103	0.823149397857559	0.081065708425648	0.94685934167014	0.0485868068192251	0.720371964002451	0.103887408455503	0.758855463329361	0.0747338889970409	0.105801346282308	0.105379551532606	0.00206068723919427	0.00211689384551838	0.00133903280630375	0.00118251928020566
ems.tata	11	A06	4	0.599663620354958	0.00826518779680374	0.705837638792081	0.0843527997811212	1.17688938078064	0.127166159046	0.967090645800335	0.0133294492658078	1.04929562380593	0.125398560237705	1.08496578952031	0.117233560267229	0.12227883279296	0.124993575576913	0.496683293052913	0.494858083093377	0.276110567766511	0.275519654249846
null	12	A06	4	0.00179915664646428	0.000319432079451147	0.0068556240034988	0.0032917569840367	3.78395107040592	1.67976219210119	0.00179915664646428	0.000319432079451147	0.0068556240034988	0.0032917569840367	3.78395107040592	1.67976219210119	1	1	1	1	1	1
ems.tata	2	A06	4	0.628929597635008	0.0137925693314107	0.76128006709577	0.0212867199381134	1.21170979342514	0.0396899252130177	1.01428852792463	0.0222435784483039	1.13171613270907	0.0316447591466906	1.11706647554333	0.0365898543635229	0.394935927126756	0.396582687669968	0.0553868327585319	0.0557955363570914	0.0354837043541139	0.035425570258998
ems.tata	3	A06	4	0.629176768437844	0.0299138652649322	0.709013013893205	0.0472112931858856	1.12710163001241	0.0305780658829565	1.01468714568836	0.0482427452582869	1.05401612468947	0.0701841338738273	1.03906682297099	0.0281896972939803	0.551280070056148	0.541760954536104	0.360668380462725	0.356546821881117	0.278406751749691	0.284127147412818
ems.tata	4	A06	4	0.614382151769171	0.0155936742420613	0.690534148974541	0.0385215181375785	1.1241945581329	0.0343457978789035	0.990827543566752	0.0251482597597459	1.0265455124319	0.0572659464197652	1.03638681447703	0.0316631421108333	0.46645729290017	0.475274443418488	0.453426703053396	0.454105783082939	0.308219531048699	0.30835437818894
null	5	A06	4	-0.000389644573230098	0.000794924871127632	0.00294889028961167	0.00388858525161792	-3.7881270716992	3.22586520805441	-0.000389644573230098	0.000794924871127632	0.00294889028961167	0.00388858525161792	-3.7881270716992	3.22586520805441	1	1	1	1	1	1
ems.tata	7	A06	4	0.621063190910619	0.0232794885889521	0.697741772264585	0.0913607311513952	1.12308746699182	0.125785379851537	1.0016022016227	0.0375433407817273	1.03726033856278	0.135816525099065	1.03536619517877	0.115960629936359	0.591070600957825	0.592216060792771	0.555138553287749	0.563932572720732	0.533384813384813	0.531886374181574
sham.m76	8	A06	4	0.641341920082727	0.0178194891926645	0.932138081270908	0.0102700739841719	1.45568715116946	0.0556881285637674	0.995317137468099	0.027654582398259	0.971701178614657	0.0107059707090534	0.975154973019741	0.0373051005248551	1	1	1	1	1	1
sham.m76	9	A06	4	0.636772980137231	0.010099342595394	0.946198164863286	0.0414110982370863	1.48689791676276	0.0538282573615357	0.988226466976412	0.0156734628559156	0.986358019776546	0.0431687255066805	0.996062853710737	0.0360591853908411	1	1	1	1	1	1
ems.tata	1	A07	4	0.678252968794237	0.0328972356825006	0.684554613661047	0.046098277372854	1.00976840066218	0.0366224610121095	1.09383340816798	0.0530540920298007	1.01765635734578	0.0685295286818461	0.930898169316824	0.0337619813510607	0.0374497059733829	0.0382637317424398	0.481024375192842	0.479689826939865	0.200916533649143	0.193218597482661
ems.m76	10	A07	4	0.626786107506551	0.0191877280599954	0.878906352759946	0.0269849632044154	1.40486607158491	0.0748924808568628	0.972727549522606	0.0297779920026553	0.916210115248514	0.028130296441545	0.941110275674376	0.0501699661844814	0.240766496677484	0.2404132826154	0.102425737485867	0.102246440137768	0.26047780867058	0.258287008441425
ems.tata	11	A07	4	0.572614687660416	0.0127671459631578	0.635695075859396	0.0412901828462063	1.11037687741017	0.0516101142374069	0.923468240005084	0.0205898557381702	0.945021949120982	0.0613818331377375	1.02364839477549	0.0475789902222373	0.00247371675943105	0.00241632820934656	0.373255754080634	0.374189564680457	0.424847020105929	0.412334484002267
sham.wt	12	A07	4	1.00002513308217	0.00587895751289551	0.98731457850219	0.0247450879119826	0.988014395008542	0.0218987707984787	1.00002513308217	0.00587895751289551	0.98731457850219	0.0247450879119826	0.988014395008542	0.0218987707984787	1	1	1	1	1	1
ems.m76	2	A07	4	0.633967542450243	0.0145148120714407	0.946709413697791	0.0398404529667181	1.49400838483186	0.0320209004858795	0.983872626816394	0.0225259580723656	0.986890967743197	0.0415314167312184	1.00082610815899	0.021450584573955	0.375128415861927	0.382457222136581	0.472658867185487	0.480036997071065	0.446908118119148	0.454970940698452
ems.tata	3	A07	4	0.628067127099742	0.0328243960039944	0.695820620401356	0.0561287648900228	1.10772378174746	0.0388993048178946	1.01289760281492	0.0529366218859796	1.03440436130687	0.0834408143344756	1.02120252511487	0.0358609871520329	0.639995880959736	0.643968571868741	0.474611984787748	0.483213182286303	0.391263988448249	0.401972872996301
ems.tata	4	A07	4	0.621269111465197	0.025118222336465	0.679076724788195	0.0591291422388844	1.09241475827616	0.0501991884994328	1.0019342942082	0.0405087069419855	1.00951294800335	0.0879011642065981	1.00708924734333	0.0462782680114235	0.605022126170629	0.600297787133542	0.552533992583436	0.551883878937616	0.491519307109347	0.490813648293963
sham.wt	5	A07	4	0.990148429587217	0.0125712641452857	0.997304945262476	0.0315089152451997	1.0079795560926	0.02802847168535	0.990148429587217	0.0125712641452857	0.997304945262476	0.0315089152451997	1.0079795560926	0.02802847168535	1	1	1	1	1	1
ems.tata	6	A07	4	0.627575116114289	0.032457760602506	0.709763784245158	0.059684245796206	1.1309608338103	0.0543138645196323	1.01210412592969	0.0523453409491988	1.05513221711851	0.0887263791022705	1.04262459497903	0.0500715580094321	0.647530864197531	0.646365321252059	0.38850290772477	0.39649050584058	0.323675964452664	0.319655652353214
ems.m76	7	A07	4	0.601295452817159	0.0557554231722632	0.848509762892741	0.0920878255438533	1.41081022924656	0.0341006066185174	0.933167862773357	0.0865284592389981	0.884523391153349	0.0959963447636645	0.945092226672234	0.0228437656403865	0.163901483924155	0.169495022437716	0.116984045290787	0.115416365700134	0.231641914191419	0.232706670100438
ems.m76	8	A07	4	0.644230901682715	0.014217323293208	0.905363818728569	0.0507452475130462	1.40653311049661	0.0747935667747629	0.999800631851139	0.0220642766043252	0.943790525684935	0.0528990476929004	0.942227013761715	0.050103704310161	0.513790792390576	0.510412917159459	0.255221494507761	0.252084834757541	0.26678327074438	0.269460461285008
ems.m76	9	A07	4	0.643896041196884	0.0148266322139377	0.97688553771254	0.0573942828763023	1.51800784065023	0.0738490946524638	0.999280952145553	0.0230098808005033	1.01834786866841	0.0598302906374186	1.01690318122531	0.0494710088259714	0.521353871516151	0.535932603893769	0.481576780568135	0.475303560403375	0.461412319360459	0.460608865576468
sham.wt	1	A08	4	1.0105837321403	0.0127520059362953	1.06184930405571	0.0404402062330926	1.05200290791016	0.0523675949603637	1.0105837321403	0.0127520059362953	1.06184930405571	0.0404402062330926	1.05200290791016	0.0523675949603637	1	1	1	1	1	1
ems.m76	10	A08	4	0.72279147180945	0.00493947991040708	1.02971729823716	0.0501256490619312	1.42562886059764	0.0656567987189808	1.12172106045234	0.00766572221627745	1.07342198805217	0.052253151384928	0.955019127547699	0.0439830452112855	5.14297469656449e-05	5.14933058702369e-05	0.248457107591031	0.24862361718549	0.338686431953881	0.336897296185874
sham.m76	11	A08	4	0.646590142199807	0.0122668201861526	0.997661992810072	0.0814056287376432	1.54290494020102	0.100329584815601	1.00346200567459	0.0190372342290398	1.04000614689064	0.0848607593441348	1.03358157975429	0.06721011001254	1	1	1	1	1	1
ems.m76	12	A08	4	0.629094391659057	0.00969361538361212	0.935493831321107	0.0367497801460978	1.48847114754958	0.0636265143962247	0.976309842685102	0.0150438030217782	0.975199358062994	0.0383095652879085	0.997116750369945	0.0426229714808859	0.219388017485215	0.214197530864198	0.424415611162599	0.424812999742069	0.49289904291448	0.489800123634865
sham.m76	2	A08	4	0.627135030306424	0.0111545739733515	0.954210731963852	0.0506548430036859	1.52322834065766	0.0882564594377766	0.973269052941441	0.0173111070540978	0.994710667363619	0.0528048061099603	1.02040035885706	0.0591224050117628	1	1	1	1	1	1
ems.tata	3	A08	4	0.623567115869893	0.016716469108834	0.678713146777374	0.0223351163732981	1.08935283380502	0.0255344771918759	1.00564033620967	0.0269590156167794	1.00897245427689	0.0332033014105125	1.00426648136759	0.023540049437865	0.498840624516927	0.495342014514386	0.439930055544127	0.430222404848734	0.435127478753541	0.43205431539965
ems.tata	4	A08	4	0.609597292394636	0.0242399767039247	0.654467909543934	0.0554980877833085	1.07360964788463	0.0652199832710816	0.983110896123899	0.0390923409876135	0.972929574258872	0.0825032520797281	0.989752952381243	0.0601258298339603	0.487862701644076	0.484249536751081	0.500746768295823	0.494639175257732	0.537049450832775	0.539137173856885
ems.m76	5	A08	4	0.628185638132901	0.0303525549615997	0.961887504171991	0.0919169686421708	1.52992315714264	0.077469632874142	0.974899521715907	0.0471050108736489	1.00271326778569	0.0958182361163787	1.02488517112152	0.0518963828831893	0.379289058079119	0.372395699367251	0.613537005606131	0.613964521452145	0.430540554441187	0.428159884767735
sham.m76	6	A08	4	0.639691646908263	0.0136449775770293	0.984164692805991	0.0698351191039386	1.5384888278775	0.0767937396833039	0.992756030637855	0.0211760366779624	1.0259359757587	0.0727991580919752	1.0306232559893	0.0514436066079147	1	1	1	1	1	1
ems.m76	7	A08	4	0.654873743834372	0.0237497141420981	0.95830459511595	0.0193201757091905	1.4654535180726	0.0433116343302906	1.01631756744073	0.036857870591944	0.998978287933908	0.0201401894041996	0.981697396126443	0.0290141707803546	0.51714373970346	0.516454134101193	0.456734231916864	0.459595699809681	0.457169316252508	0.462585034013605
ems.tata	8	A08	4	0.540580784120642	0.00817434153595233	0.626672858682904	0.0258601635599991	1.15984445662614	0.0327675680755463	0.871806462618208	0.0131829395125175	0.931609554428457	0.0384436235234624	1.06925219749152	0.0302081834948397	5.15092201504069e-05	5.13426092314011e-05	0.292661544015265	0.291205681057994	0.120590352771778	0.11908562014107
ems.tata	9	A08	4	0.61914112805932	0.00946516569484207	0.662298526214107	0.0268133565880406	1.07023650122532	0.0282887448207493	0.998502448792892	0.0152646798867244	0.984570540044964	0.0398606367542641	0.986643272926104	0.0260791888007538	0.439932056825201	0.447641557907718	0.424438954086885	0.432682901714462	0.439170364255495	0.438591070600958
ctrl	1	A09	4	0.987620890967384	0.00608142254211411	0.981820592295529	0.0155561909607953	0.994990245660891	0.021574925956168	0.987620890967384	0.00608142254211411	0.981820592295529	0.0155561909607953	0.994990245660891	0.021574925956168	1	1	1	1	1	1
ctrl	10	A09	4	0.998541596621684	0.00668451955230584	1.00421870837003	0.0236542253400471	1.00640623312193	0.0191927052442202	0.998541596621684	0.00668451955230584	1.00421870837003	0.0236542253400471	1.00640623312193	0.0191927052442202	1	1	1	1	1	1
ctrl	11	A09	4	0.994282847062464	0.0104147410031262	0.988927217378885	0.0240742534394838	0.995378182964928	0.0215552896584004	0.994282847062464	0.0104147410031262	0.988927217378885	0.0240742534394838	0.995378182964928	0.0215552896584004	1	1	1	1	1	1
