"strain","median.mean","median.sd","sd.mean","sd.sd","genotype","expids","treatment"
"ems.m76",0.979803284099789,0.0653692251829171,1.01705464623826,0.0507365076877887,"nam7","4","ems"
"ems.m76",0.975461587448015,0.0324306767360594,0.959288264404686,0.117926196062352,"nam7","4","ems"
"ems.m76",1.00754617408151,0.0210337219202777,1.00098420013528,0.0458371207367567,"nam7","4","ems"
"sham.wt",0.971905083839881,0.0277562123987703,0.90713491944554,0.0987228798772728,"BY","4","sham"
"ems.m76",0.984679707615041,0.0477229233336522,1.07742443659524,0.0383837844403237,"nam7","4","ems"
"ems.m76",1.0029166714932,0.0322171259352502,0.910483410916384,0.0758505214808654,"nam7","4","ems"
"sham.tata",0.990004467234334,0.0494798667369572,0.991433060047862,0.0654078257210353,"rap1","4","sham"
"sham.tata",1.03718954984537,0.0279116794998616,1.06494020572371,0.135288244885545,"rap1","4","sham"
"ems.m76",1.00528040902288,0.0156791269303413,1.03684210729195,0.0240979785264128,"nam7","4","ems"
"ems.tata",1.0536770806414,0.0311119966075925,1.06185756764868,0.100052441667007,"rap1","4","ems"
"ems.tata",0.989225958614388,0.057983448235575,1.01541129364055,0.12001878228389,"rap1","4","ems"
"ems.m76",0.983644983119045,0.0454238551545102,1.01627651853544,0.042572210306349,"nam7","4","ems"
"sham.wt",1.02035610885154,0.0321307130381616,1.05713462130731,0.0893004545972463,"BY","4","sham"
"ems.m76",0.986570522009091,0.0153351001583763,1.05704438535414,0.0378907580513315,"nam7","4","ems"
"ems.tata",1.03999485678889,0.0543576079208586,1.19493545603224,0.158845163917601,"rap1","4","ems"
"ems.tata",0.978200294912629,0.0528132780751596,0.836863807818249,0.170990332035029,"rap1","4","ems"
"ems.tata",1.0187003014571,0.0382091462450882,0.985467251496125,0.157487818631478,"rap1","4","ems"
"sham.m76",0.996458572877921,0.0111400596398013,1.06778975208376,0.0332447703871611,"nam7","4","sham"
"ems.tata",1.03112972235205,0.0137989913268752,1.16112491925333,0.0740979640607848,"rap1","4","ems"
"sham.m76",1.00161965189094,0.0133866003456018,1.01204355863939,0.0822985542864443,"nam7","4","sham"
"sham.tata",1.00652360345819,0.0392170156267474,1.05834418525778,0.12039605259824,"rap1","4","sham"
"sham.m76",1.00231578034634,0.0224894667893603,1.04733344169002,0.0362740282872317,"nam7","4","sham"
"sham.m76",1.01770617217078,0.0390357391386244,1.13550139575059,0.131133621842193,"nam7","4","sham"
"ems.m76",0.992809364456646,0.0176974591575776,1.07187965528832,0.121460105473001,"nam7","4","ems"
"ems.m76",0.943385602827205,0.071669536755945,0.82824711190657,0.0813962908230543,"nam7","4","ems"
"sham.m76",1.00849020317875,0.0354294573714463,0.989038650065177,0.0970737657192382,"nam7","4","sham"
"ems.tata",0.975126813669949,0.0248847372186469,0.93491887614656,0.12193899659334,"rap1","4","ems"
"sham.m76",0.996568963940659,0.0279875083073663,0.934977968219874,0.0853936686570788,"nam7","4","sham"
"sham.m76",0.996984997988125,0.03632050517785,1.08413696617903,0.107577355071915,"nam7","4","sham"
"sham.m76",1.01114704015505,0.0278162769855123,1.03227228915648,0.124354822524745,"nam7","4","sham"
"ems.m76",1.01977088421442,0.0058543475052579,1.0251729793394,0.0850375084972697,"nam7","4","ems"
"ems.tata",1.00746069051274,0.0445951219825786,0.941079064235537,0.0778016624103248,"rap1","4","ems"
"ems.tata",1.06067379967883,0.0152327861042288,1.01513964556672,0.113104409155836,"rap1","4","ems"
"ems.tata",1.00317783641947,0.0412928706492868,1.0587520583245,0.16143313837841,"rap1","4","ems"
"ems.tata",0.995894382447096,0.0393037008376936,1.02075027943502,0.147903011487005,"rap1","4","ems"
"sham.wt",1.01214131083652,0.0192698170348462,1.0191356506862,0.0571028893659442,"BY","4","sham"
"sham.m76",1.02268927463713,0.0238979040103606,1.07444918019855,0.137271027632541,"nam7","4","sham"
"ems.m76",0.994234545361222,0.0179971909910673,0.977785183830096,0.0434298705504078,"nam7","4","ems"
"sham.tata",1.02655606148545,0.0406404302462763,1.07504584969201,0.0870354893640798,"rap1","4","sham"
"ems.tata",0.986677072206855,0.0417613868292576,1.00748224098528,0.149066239115948,"rap1","4","ems"
"ems.tata",0.959944650282213,0.0511934392062653,0.893646050102264,0.254112027712723,"rap1","4","ems"
"sham.wt",1.01860911360231,0.0257158343488707,1.0745072714856,0.0885732677941827,"BY","4","sham"
"ems.m76",1.00450197142709,0.0292036018035033,1.06462678223993,0.172444455180579,"nam7","4","ems"
"sham.tata",1.0320717739224,0.032935621380497,1.0776288732015,0.169059882205694,"rap1","4","sham"
"ems.tata",0.990485956850354,0.0105293512927547,0.907829382188299,0.0610599497225622,"rap1","4","ems"
"sham.m76",0.998097480915372,0.0090254945640708,0.993230193633662,0.0905962156140424,"nam7","4","sham"
"sham.m76",1.00967585253142,0.0118456033432792,0.995213026822621,0.0458129984298922,"nam7","4","sham"
"sham.tata",0.996392070954852,0.0295435532317507,0.970511137033642,0.127543420683424,"rap1","4","sham"
"ems.m76",1.01093179926186,0.0152148204379055,1.10192506961333,0.0846468131299544,"nam7","4","ems"
"ems.m76",0.992211101138547,0.0179330342238652,0.982082636502877,0.0826463402622901,"nam7","4","ems"
"sham.m76",0.995999399272781,0.02385722471125,0.975578626932368,0.0512842432492202,"nam7","4","sham"
"ems.m76",0.978451151573864,0.0230671575357678,0.81517755765966,0.103403009374869,"nam7","4","ems"
"ems.tata",0.989187659731503,0.0509241380231492,0.94595906879242,0.129189660800367,"rap1","4","ems"
"sham.m76",0.993420787962969,0.0265787582678902,0.962788789105169,0.0392548930680104,"nam7","4","sham"
"sham.m76",0.989828297436868,0.0330030177398609,0.976425751847182,0.129921362629343,"nam7","4","sham"
"ems.m76",0.993236539309658,0.032050868936977,1.00912704216248,0.0426872224577261,"nam7","4","ems"
"ems.m76",0.9684294970447,0.029093516643902,0.930027051012819,0.0602008280411575,"nam7","4","ems"
"sham.m76",0.976231165687837,0.0273041957816789,0.972342475293964,0.0740707166262393,"nam7","4","sham"
"ems.m76",0.979834817019183,0.0124720752599201,1.00231285749548,0.0295999576582301,"nam7","4","ems"
"sham.m76",1.02413465240315,0.0297854480494287,1.04847627347107,0.177950363611597,"nam7","4","sham"
"sham.m76",1.0066701234095,0.00737737378299576,1.0515562659493,0.034098544195426,"nam7","4","sham"
"ems.m76",0.995566832595938,0.0224302313277019,0.974978272416559,0.0641734939718122,"nam7","4","ems"
"ems.m76",0.9202185924529,0.0152185086814615,0.993136134755629,0.0576729301748171,"nam7","4","ems"
"sham.m76",0.999640603881385,0.0253164304936981,0.991836155994317,0.0491871591799106,"nam7","4","sham"
"ems.m76",1.01868788209234,0.0223105370845703,1.03053365331487,0.0965823622002227,"nam7","4","ems"
"sham.m76",1.00048491839724,0.0271738295148252,0.987542997667658,0.029413192391475,"nam7","4","sham"
"sham.m76",0.977247793548764,0.0587368474751247,1.00800382238377,0.124726790801644,"nam7","4","sham"
"ems.m76",0.989644105318278,0.0207393307100915,1.05409515511174,0.0533332204587848,"nam7","4","ems"
"ems.m76",0.986418337686677,0.0209295739518022,1.00233694996898,0.010220907207244,"nam7","4","ems"
"sham.m76",0.99509957182055,0.0192479009684759,1.0117678156317,0.02246276762481,"nam7","4","sham"
"ems.m76",0.995868378717097,0.0180863029356478,1.03211390732332,0.0487832894908148,"nam7","4","ems"
"sham.tata",1.02341146130656,0.0156568883142745,1.14758352921571,0.156719294729384,"rap1","4","sham"
"ems.tata",1.02988278176729,0.0569411070311562,0.988865565548586,0.195250597431954,"rap1","4","ems"
"ems.tata",0.994043244038624,0.0631764434249466,1.0697826280436,0.110573270158766,"rap1","4","ems"
"sham.m76",1.01163894103863,0.0227626209730379,1.01532846445167,0.0446364659014919,"nam7","4","sham"
"ems.tata",1.02856673965917,0.0289697637532026,1.03849002611822,0.172454366076807,"rap1","4","ems"
"ems.tata",1.04475406261363,0.0414462920201157,1.13865174998635,0.148576160477682,"rap1","4","ems"
"ems.tata",1.04268142132511,0.0714223965145065,1.03104483123902,0.197204505620977,"rap1","4","ems"
"sham.m76",1.05029083973693,0.0222994292040898,1.12008156369235,0.0950096030522012,"nam7","4","sham"
"ems.tata",0.965261091827913,0.0334985020263994,0.866482585142096,0.0788149446392234,"rap1","4","ems"
"sham.wt",1.00820931585386,0.0184502116573459,1.03345763677625,0.131115749850303,"BY","4","sham"
"ems.tata",0.998348053069487,0.0434976289365983,0.945835808294358,0.100905709170144,"rap1","4","ems"
"ems.m76",1.00305719743693,0.0136143706982064,0.967793386299508,0.0988386545562287,"nam7","4","ems"
"ems.tata",1.01052885055324,0.021938730364499,1.10608618087334,0.153037859523013,"rap1","4","ems"
"ems.m76",0.990538972997009,0.0309829341821527,1.05793930262672,0.10224114186657,"nam7","4","ems"
"sham.m76",0.997497338075734,0.0116382875653604,1.00043965795113,0.0879533104850073,"nam7","4","sham"
"ems.tata",1.09340814781342,0.0704116653076003,1.0489071565107,0.216986399972301,"rap1","4","ems"
"sham.wt",0.993242794610448,0.00934839576383155,0.982333388849176,0.0215726888336359,"BY","4","sham"
"ems.m76",0.973930722270508,0.0420821783307751,0.962895390644617,0.103698907856594,"nam7","4","ems"
"ems.tata",1.01739898361203,0.0224532550780093,0.936420080540172,0.140868164414149,"rap1","4","ems"
"ems.m76",1.0734892885692,0.0702540491585928,0.986625480181525,0.17062449086525,"nam7","4","ems"
"sham.m76",0.994582518092407,0.0206717071179457,0.979813383795961,0.0245547601704369,"nam7","4","sham"
"ems.m76",0.965694968809581,0.00788218852554702,1.05928507339119,0.00369801838402151,"nam7","4","ems"
"ems.tata",1.01402421094119,0.0257436744380588,1.08561641088043,0.106519901134365,"rap1","4","ems"
"ems.tata",0.982232632416802,0.0491223913142699,0.948499696847725,0.0807911497586114,"rap1","4","ems"
"sham.wt",0.992144015333003,0.0268090512611432,0.985271543044847,0.0345422147193768,"BY","4","sham"
"ems.tata",1.00304171492156,0.0300920116473692,1.04765821815429,0.177061651246008,"rap1","4","ems"
"ems.m76",0.992159175346627,0.0284070569957624,0.958571831709811,0.0280812808965259,"nam7","4","ems"
"ems.m76",0.997750309693629,0.0118367485994556,0.992685425872879,0.0316900687459274,"nam7","4","ems"
"ems.m76",1.00780643750085,0.0123263927793281,0.986190547604254,0.096222767892226,"nam7","4","ems"
"ems.tata",0.996234546586093,0.00990531899040442,0.978629074358565,0.144789402837948,"rap1","4","ems"
"ems.tata",1.00350079895195,0.0452300352031132,0.942801151777004,0.071721293888204,"rap1","4","ems"
"ems.tata",0.953051460762898,0.157251757914054,0.9764848450451,0.1905544683283,"rap1","4","ems"
"sham.wt",1.00983159928379,0.0438510750487017,1.01991658528128,0.201831742538673,"BY","4","sham"
"ems.m76",0.958601316330638,0.0355547164905031,0.906457834547338,0.100498719545816,"nam7","4","ems"
"ems.tata",1.0061254947549,0.0199350743033556,0.929750426453808,0.097123305102601,"rap1","4","ems"
"sham.tata",0.988386222148972,0.0329371074978724,0.886443405337491,0.102735887363147,"rap1","4","sham"
"ems.m76",1.08635821951895,0.0516406236319632,1.02462534237115,0.0629404920520102,"nam7","4","ems"
"ems.m76",0.99720761192262,0.0182955468791442,0.955629326877114,0.0628968156428439,"nam7","4","ems"
"ems.tata",1.04122184604322,0.078419835396296,1.13694488385604,0.084668620685124,"rap1","4","ems"
"sham.wt",1.0018396512761,0.0258244047233899,1.00929965202456,0.0810960637065779,"BY","4","sham"
"ems.tata",1.02252052380366,0.0327353538058513,1.04760620783301,0.0882868735296332,"rap1","4","ems"
"ems.m76",1.0262217750488,0.0391691025412242,1.00916588525329,0.0376534088436949,"nam7","4","ems"
"ems.m76",1.00835473178711,0.00906676911775436,0.950476106100518,0.0591550210122227,"nam7","4","ems"
"sham.wt",0.988842416029683,0.0190334642687211,1.01222687294579,0.0127853068032459,"BY","4","sham"
"sham.m76",0.986072715369578,0.0203129157935772,0.987383487563469,0.0242584926506483,"nam7","4","sham"
"sham.m76",0.988016128971674,0.01635983154549,0.999393008809748,0.0418855595413643,"nam7","4","sham"
"sham.wt",1.00786387175077,0.00707475904085112,1.03523325613702,0.0691054847396251,"BY","4","sham"
"ems.m76",0.993934617815501,0.0232434532306749,0.958954218016818,0.0768022578142523,"nam7","4","ems"
"sham.wt",1.01387313577594,0.0121745463601333,1.04338059050246,0.0715879522657943,"BY","4","sham"
"ems.m76",0.931736736459726,0.023977655484923,1.01267602296461,0.109174487064354,"nam7","4","ems"
"ems.tata",0.981397463982355,0.0890935945666314,0.976735132809897,0.151267302656877,"rap1","4","ems"
"sham.m76",1.00465953347084,0.0219369209745131,1.00026944314044,0.0288985605862462,"nam7","4","sham"
"sham.m76",1.00299999257701,0.030338203220183,1.0294061861626,0.0675722616562739,"nam7","4","sham"
"sham.wt",1.0245110025437,0.0240673327234704,1.04506943832254,0.0701176929473628,"BY","4","sham"
"ems.m76",0.995831053420751,0.0197994972853589,0.998886439547569,0.0408718095246479,"nam7","4","ems"
"sham.wt",0.997905742843723,0.0307142485491089,0.986577327135163,0.107754099641323,"BY","4","sham"
"ems.tata",1.04445315850365,0.0564625444808431,1.00664993660016,0.118194333351797,"rap1","4","ems"
"sham.m76",0.998563156833284,0.00389106613388037,1.02327814860329,0.0502672274784318,"nam7","4","sham"
"ems.tata",0.986760880404102,0.0402046255800868,1.04443155782084,0.147723836581109,"rap1","4","ems"
"ems.tata",0.994324216250413,0.018632879998591,1.01574025128652,0.114436696056073,"rap1","4","ems"
"ems.m76",1.01029172996989,0.023678897614594,1.01001544530172,0.132509429124325,"nam7","4","ems"
"ems.m76",0.975002991800083,0.0347898687168069,1.24477357390686,0.123683709289743,"nam7","4","ems"
"ems.tata",1.00597716364547,0.028605882837864,0.987169659587761,0.129240331109338,"rap1","4","ems"
"sham.tata",1.02227369996028,0.043401976777176,1.08723562888972,0.0979175080604786,"rap1","4","sham"
"sham.m76",1.00085248163894,0.0234243033897661,0.959096735902332,0.0133017129110924,"nam7","4","sham"
"ems.tata",1.00705248958224,0.0306266512522689,0.840456692394658,0.209330171071674,"rap1","4","ems"
"ems.tata",0.97755584887615,0.0510198194316279,0.884474927757179,0.150098008861123,"rap1","4","ems"
"ems.m76",0.990648254758729,0.0328781446980596,0.859268499792819,0.152420945144317,"nam7","4","ems"
"ems.m76",0.927032537163278,0.0142738783372638,0.940855177281657,0.104425800843229,"nam7","4","ems"
"ems.tata",1.01757817164587,0.0888911664543785,1.05895664026372,0.22991733513349,"rap1","4","ems"
"sham.tata",1.00500424220958,0.0442977521473558,0.997786425475418,0.138669689216706,"rap1","4","sham"
"ems.m76",1.04138911373446,0.023556869268753,0.849170644640179,0.056916372943235,"nam7","4","ems"
"ems.m76",0.994130178093057,0.0141791922451412,0.969586776204603,0.0684584636832272,"nam7","4","ems"
"ems.tata",0.984096970275464,0.0355932231201893,0.989369279039146,0.0988142326395746,"rap1","4","ems"
"sham.wt",1.01363335634431,0.0107839956741255,1.01736244216301,0.0587939625924321,"BY","4","sham"
"sham.tata",1.14380796874532,0.0418068089946857,1.31220194878222,0.0988545718683481,"rap1","4","sham"
"sham.wt",1.00735257048068,0.0087341235832265,0.958029827853665,0.075556171948293,"BY","4","sham"
"sham.wt",1.01165454078156,0.0142530783554653,1.00662534695561,0.0657688849632085,"BY","4","sham"
"ems.m76",0.986868058567923,0.0691765523241498,0.94105886289272,0.091418082908786,"nam7","4","ems"
"ems.tata",1.00211508132732,0.0172605411250066,0.982068500917402,0.0917560136755945,"rap1","4","ems"
"ems.tata",1.07099972058838,0.0747095636048128,0.975158222418729,0.250401018809949,"rap1","4","ems"
"sham.wt",1.0150058251556,0.0311183161034905,1.10884317598406,0.0400803561176899,"BY","4","sham"
"sham.wt",0.999996367139431,0.0133620126449393,0.980814697668631,0.0917683737047641,"BY","4","sham"
"sham.wt",1.01390823400618,0.0279147881624837,1.02197834769453,0.143166109940856,"BY","4","sham"
"ems.tata",0.918854368537345,0.0268294834724557,0.98259596666277,0.0345414692208763,"rap1","4","ems"
"ems.m76",0.962556001376128,0.0255169304665142,1.10665360239227,0.137151802656747,"nam7","4","ems"
"sham.m76",1.02364580124477,0.026348566051575,1.12813911387056,0.177483875485768,"nam7","4","sham"
"sham.m76",1.01285369773243,0.00910685130935469,1.08886636825188,0.0724646350314564,"nam7","4","sham"
"ems.m76",1.03143518953035,0.0372153914996468,1.19670059092496,0.176288521780772,"nam7","4","ems"
"ems.tata",0.954137532498631,0.0536826288158814,1.00933843132615,0.104137494253741,"rap1","4","ems"
"ems.tata",1.05523225080459,0.0540730952152785,1.07588502333728,0.173973737142155,"rap1","4","ems"
"ems.tata",1.01605183999445,0.0952011503849209,1.0736512871086,0.169925947795085,"rap1","4","ems"
"ems.m76",1.0135227949659,0.0249637629426345,1.03171419166704,0.075742733911117,"nam7","4","ems"
"sham.m76",0.992615796834887,0.0344521099125264,1.02282697931266,0.0690634666875903,"nam7","4","sham"
"sham.wt",0.987580519181319,0.0594673839740219,1.01501348979247,0.0380804721138303,"BY","4","sham"
"sham.m76",1.000071123174,0.0448905894961699,1.05819661089424,0.141818263741991,"nam7","4","sham"
"ems.tata",1.04709046278808,0.0453946841778655,0.914897697691299,0.173035276134018,"rap1","4","ems"
"ems.tata",1.01815000809259,0.051446100385181,1.00214626978916,0.144334442086499,"rap1","4","ems"
"ems.m76",0.952345531361357,0.0256866876846178,1.03658166801928,0.0462798390808866,"nam7","4","ems"
"ems.tata",1.01620235867233,0.0386143626712602,1.04018619640552,0.0944855795739381,"rap1","4","ems"
"ems.tata",1.01430356278146,0.0182403315098221,1.10540107490607,0.123821387031722,"rap1","4","ems"
"ems.m76",0.990344704796052,0.0229855413398862,0.980139173049991,0.0780797081229758,"nam7","4","ems"
"sham.tata",1.03849001362156,0.0936722358070256,1.19912441489995,0.225534649297669,"rap1","4","sham"
"sham.wt",1.00359608595288,0.0192038582263217,0.990800100705712,0.0843250567735429,"BY","4","sham"
"sham.wt",1.00387996068003,0.00865289154653325,1.01185509526405,0.0771687272172062,"BY","4","sham"
"ems.m76",1.00300206658445,0.016019124429477,1.00705457346621,0.0265085347364604,"nam7","4","ems"
"ems.tata",0.997262282265372,0.0200906423508253,1.05858241551867,0.0433509712952283,"rap1","4","ems"
"ems.tata",1.0112223766903,0.0471892372016023,0.926528569323308,0.105309864432181,"rap1","4","ems"
"ems.m76",1.00809591828615,0.0138505670321791,0.960999249959596,0.0611301781764507,"nam7","4","ems"
"sham.tata",1.03805156630208,0.0497148680729168,1.09973662305849,0.203452514721071,"rap1","4","sham"
"sham.wt",0.992722025751849,0.0205956815439651,0.971134286553532,0.0538332308459339,"BY","4","sham"
"sham.wt",0.956106479127034,0.0254708939600554,0.857114839977046,0.126786032450816,"BY","4","sham"
"ems.tata",1.00515752504251,0.0462265241916214,0.918136948578368,0.107912365498932,"rap1","4","ems"
"ems.m76",0.999503155397167,0.0219393726819949,0.975176170907017,0.110896726085233,"nam7","4","ems"
"sham.wt",0.984642862880064,0.0275393731880226,0.871547751198617,0.0685193821137687,"BY","4","sham"
"ems.m76",1.08516630722315,0.0526783395686157,1.07040056769278,0.141064728543366,"nam7","4","ems"
"sham.tata",1.0847263550952,0.0347636313666136,1.10094667245077,0.110117956434205,"rap1","4","sham"
"ems.tata",1.00325381012747,0.0309349326339728,1.06607904564539,0.0328480614474836,"rap1","4","ems"
"ems.m76",1.02981392615426,0.0180491280467728,1.11464469007855,0.150853277818667,"nam7","4","ems"
"ems.tata",1.01287343237556,0.0569708727080375,1.08158468080754,0.159470278246252,"rap1","4","ems"
"sham.wt",1.01330140540558,0.0262840901866576,1.02417190851447,0.127078155612806,"BY","4","sham"
"ems.m76",0.952585659328515,0.0212906563322916,0.874308840886622,0.0947133633682629,"nam7","4","ems"
"ems.tata",1.09620624261623,0.0607334081458825,1.21250924690242,0.182983296096014,"rap1","4","ems"
"ems.m76",1.07556115416158,0.0572038476024953,1.08496269092736,0.0883317736110809,"nam7","4","ems"
"ems.tata",1.01943410225178,0.022721681302789,1.02831349068047,0.155737939048163,"rap1","4","ems"
"sham.m76",0.985225138719127,0.00786939409528751,0.966557638458083,0.0353044937735356,"nam7","4","sham"
"sham.tata",1.01883345998132,0.0442491987842275,1.09102194994576,0.135637405404576,"rap1","4","sham"
"sham.tata",0.973208887561247,0.0217254949071591,0.89735112629775,0.0857864444895741,"rap1","4","sham"
"sham.tata",0.95337287597247,0.0315203929837538,1.06222399208124,0.0863786665273123,"rap1","4","sham"
"sham.tata",0.984894801782979,0.0281076676112379,0.967735479772465,0.107030815320765,"rap1","4","sham"
"ems.m76",1.04036525360387,0.0133225280249497,1.05061175280866,0.0353903171548209,"nam7","4","ems"
"ems.m76",1.00804585175345,0.0165545007616325,1.00219088302298,0.0430228209546565,"nam7","4","ems"
"sham.m76",1.02130431113706,0.0186169427970986,1.09571012374124,0.120701733061676,"nam7","4","sham"
"sham.tata",1.00657498844152,0.0404166208657272,0.932603676116201,0.153759614306324,"rap1","4","sham"
"ems.m76",1.00553964426566,0.00632280974450955,1.07165028522435,0.0967684614368566,"nam7","4","ems"
"ems.tata",0.992913178225087,0.035240432580642,0.941351413825146,0.100413195339114,"rap1","4","ems"
"ems.m76",1.01161176751966,0.00745364909758331,1.02353521101989,0.0432933673008333,"nam7","4","ems"
"sham.wt",0.994550309949074,0.0109335353938197,1.02149696325721,0.0393795835761832,"BY","4","sham"
"ems.m76",1.00809467393782,0.0194495350214477,1.04090632137965,0.0619649029293398,"nam7","4","ems"
"ems.m76",1.01772381613917,0.02673169739699,1.08493307826277,0.0470903020381299,"nam7","4","ems"
"sham.wt",0.990781099663051,0.0237391643251194,1.02041683678449,0.129384265388441,"BY","4","sham"
"ems.m76",1.10263890359389,0.0279004782186782,1.17272994851174,0.11936199858337,"nam7","4","ems"
"ems.m76",1.00606759698256,0.0128967177651639,1.05258950123745,0.0648531966807639,"nam7","4","ems"
"ems.tata",1.01893835466748,0.127212133989506,1.0371995925415,0.219189273284196,"rap1","4","ems"
"ems.m76",1.004552321639,0.0362638418184981,1.01116882836832,0.0702286482128507,"nam7","4","ems"
"sham.wt",0.961557552620488,0.00874520806697696,0.966873516297593,0.103960533606458,"BY","4","sham"
"ems.m76",1.00348509452921,0.0134436245414034,0.933922703816377,0.0781063043169683,"nam7","4","ems"
"sham.wt",0.983464918704192,0.0276384595501601,1.01921697111206,0.0778909528305082,"BY","4","sham"
"ems.m76",0.995670077686512,0.0325966146838709,1.01527255158417,0.0643644759684234,"nam7","4","ems"
"ems.m76",0.961680274133701,0.0321941019077393,0.967523676898974,0.0799997497882364,"nam7","4","ems"
"ems.tata",1.01989280433272,0.0323590188936214,1.04452626934722,0.0988600663037007,"rap1","4","ems"
"ems.m76",1.00053923803096,0.0150794597482568,0.999449047209936,0.0716483081199999,"nam7","4","ems"
"ems.m76",1.00375878966706,0.00794838703586108,0.963391258391346,0.046871432816037,"nam7","4","ems"
"sham.tata",0.995810911179093,0.0215086391181281,0.93705798441553,0.0806747599670007,"rap1","4","sham"
"sham.m76",0.997869275423148,0.0086459244828556,1.02428228181685,0.0630477024651325,"nam7","4","sham"
"ems.m76",1.00641648746058,0.0170591928551235,0.996052513828864,0.056310771264211,"nam7","4","ems"
"ems.tata",0.986287801985527,0.0424440209929328,0.974833521230905,0.14691201690545,"rap1","4","ems"
"ems.m76",0.988005396622634,0.0408323971165648,1.0105446595098,0.111484769491516,"nam7","4","ems"
"sham.tata",0.98762915537396,0.0552869099271626,0.976362068894643,0.0674571161012668,"rap1","4","sham"
"ems.m76",0.988169105325508,0.0495931569803801,0.952885853619074,0.129297957847463,"nam7","4","ems"
"sham.m76",1.00786079354695,0.0580518496544283,1.06106677813982,0.205635173277756,"nam7","4","sham"
"sham.tata",0.990608753118551,0.0308425785791591,0.93394331312994,0.102975701614493,"rap1","4","sham"
"sham.wt",0.990534251135127,0.0127701411049807,1.02226886282349,0.0579590832353606,"BY","4","sham"
"sham.m76",0.996909754146946,0.018859789227344,0.966346238195354,0.0529871402809177,"nam7","4","sham"
"sham.tata",0.998155805852817,0.0266747362549044,1.05849051549517,0.103262701962481,"rap1","4","sham"
"ems.tata",0.979855328449796,0.0280474291339581,1.0263836051701,0.0515302630155939,"rap1","4","ems"
"sham.wt",1.01289026808373,0.0159352302593347,1.03839276189996,0.0621342219275914,"BY","4","sham"
"sham.tata",0.96564246711068,0.0795553383225225,1.03350609970103,0.11021845083317,"rap1","4","sham"
"sham.wt",1.00595058438082,0.0144181935114816,1.0576308780971,0.0511301072658851,"BY","4","sham"
"sham.wt",0.997342113455127,0.015935046795634,1.02943761501506,0.049053845467244,"BY","4","sham"
"sham.m76",0.99045972163417,0.00954545715853392,1.0083048155224,0.0746330125162092,"nam7","4","sham"
"ems.tata",1.02385694418056,0.0479696783765179,1.01043744649545,0.129030115713262,"rap1","4","ems"
"sham.wt",0.995563358643101,0.0105077777790106,0.993528779623615,0.012344939955138,"BY","4","sham"
"sham.tata",0.986397141894088,0.0101734144574484,1.0387667417933,0.0330276505128134,"rap1","4","sham"
"sham.wt",1.02320015027079,0.0184947754090588,1.13759215448348,0.0902859473558788,"BY","4","sham"
"ems.m76",0.981696824720027,0.019240828352256,0.974306528862654,0.0287955843095305,"nam7","4","ems"
"sham.m76",0.994110925818274,0.0248231006813954,0.984196470332765,0.0662565869922363,"nam7","4","sham"
"ems.m76",0.981675125045099,0.020004279597741,0.79235442510484,0.0559661646625789,"nam7","4","ems"
"sham.m76",0.995813272403075,0.0128988241375409,0.971045617103683,0.0514919202262094,"nam7","4","sham"
"ems.m76",1.00758921658222,0.0355202657318913,1.08504835039505,0.0617513269427211,"nam7","4","ems"
"ems.m76",0.975323852154105,0.00592594576399815,0.896748217391505,0.0352900098878398,"nam7","4","ems"
"sham.tata",0.993807549369858,0.041339853427588,1.0298044575295,0.104827237731876,"rap1","4","sham"
"ems.m76",0.996927100984768,0.0271883581424203,0.991570053601794,0.0801554895307235,"nam7","4","ems"
"sham.m76",0.989840694745383,0.0228369979495507,0.960104823740352,0.0413726122499003,"nam7","4","sham"
"ems.m76",0.959089219250238,0.0162419944734549,1.05839327900457,0.134859575936283,"nam7","4","ems"
"ems.m76",0.991301689100659,0.0313389015257656,1.03999075560246,0.0722313769302511,"nam7","4","ems"
"ems.m76",0.957309046831494,0.0232816629759343,0.929536245672041,0.0941500782251279,"nam7","4","ems"
"sham.tata",0.988902537899574,0.0375696300276159,0.997755277077202,0.141834765515521,"rap1","4","sham"
"sham.tata",0.964433187053147,0.0352815751087977,0.928927914876006,0.094757055004405,"rap1","4","sham"
"ems.tata",0.959172182486006,0.0143953132398074,1.07423194373205,0.140725306207337,"rap1","4","ems"
"sham.wt",1.01653864380227,0.0176869734304516,1.12030647132561,0.100437381990613,"BY","4","sham"
"sham.wt",0.990489858247424,0.00612175970520263,0.989607980749014,0.0724672550597095,"BY","4","sham"
"sham.tata",0.966506043243519,0.0120196122051316,0.948529055796613,0.0690056422861102,"rap1","4","sham"
"ems.m76",0.994773632938885,0.0127806060365035,1.02779814898605,0.040696527924879,"nam7","4","ems"
"ems.tata",1.08543205099513,0.0494687150297338,1.17287717465138,0.107037026678489,"rap1","4","ems"
"ems.m76",1.00632866406453,0.0152500050789063,1.05949011963179,0.0735771788227137,"nam7","4","ems"
"ems.tata",1.06610146813696,0.0349513229287767,1.05815727369401,0.112937512477468,"rap1","4","ems"
"sham.wt",0.988380267298298,0.0236000360275194,1.00537897967269,0.0257887661938957,"BY","4","sham"
"sham.wt",1.0285370551482,0.0142387203366504,1.10910089381362,0.0775400534344589,"BY","4","sham"
"sham.tata",1.0030583269994,0.081794345852983,1.05059921804243,0.175808023446005,"rap1","4","sham"
"ems.tata",0.983650079723823,0.0418457028902902,0.980580714654563,0.109280879255258,"rap1","4","ems"
