"strain","median.mean","median.sd","sd.mean","sd.sd","genotype","expids","treatment"
"sham.m76",1.09490859110413,0.139576381373772,1.06533960206718,0.13027341983583,"m76","1","sham"
"ems.m76",0.903961968051276,0.0599631119858789,1.02266607468155,0.168099508334992,"m76","1","ems"
"sham.m76",1.11262337242319,0.0956157693497129,1.1130679464175,0.125739638382843,"m76","1","sham"
"ems.tata",1.00475857568295,0.0770957688640828,0.933996862708256,0.0823412994775675,"tata1","1","ems"
"ems.tata",0.958289392595157,0.0351419896122403,1.00614321401918,0.058143207764293,"tata1","1","ems"
"ems.m76",0.792621609118157,0.059688692720784,1.18063087710493,0.224451215229668,"m76","1","ems"
"sham.m76",1.13403384347418,0.0374574099817665,1.04495652247547,0.0720239495634906,"m76","1","sham"
"ems.m76",0.834463241862047,0.108218350240554,0.79690270438172,0.0416615924316825,"m76","1","ems"
"ems.tata",0.904465614737358,0.0795797356169394,0.863341393176647,0.0993877639652821,"tata1","1","ems"
"sham.wt",0.991289182063563,0.0125332007212442,0.948192513330784,0.0248989080302375,"BY","1","sham"
"ems.tata",0.985088441645686,0.0509311538211974,0.916924407142158,0.0848430819201579,"tata1","1","ems"
"sham.wt",0.979484077572279,0.0202653564479089,0.945465453106041,0.00332320553145081,"BY","1","sham"
"ems.tata",0.929050497540028,0.0235291360433342,0.782624895168943,0.0382822418733902,"tata1","1","ems"
"ems.tata",1.02719336544164,0.0466983505150072,1.0933918509314,0.0642740045547243,"tata1","1","ems"
"sham.m76",1.08431169141754,0.170225900418916,1.27914654874325,0.296345213115498,"m76","1","sham"
"ems.tata",0.926184672127156,0.0487670899120656,0.922424133707712,0.0696115571121846,"tata1","1","ems"
"ems.tata",1.08181385184745,0.0380416629993645,1.00107399506559,0.0939173920053893,"tata1","1","ems"
"sham.wt",1.00187092215945,0.0239801951522597,0.988266029688794,0.0568231345868613,"BY","1","sham"
"ems.tata",1.04593019869174,0.0505451086062452,1.11703765656221,0.11702180173267,"tata1","1","ems"
"sham.m76",1.11261321704092,0.0795096236932385,1.40382761012491,0.480696026482486,"m76","1","sham"
"ems.tata",1.02075810747923,0.0519427583035609,0.988379050159461,0.0690785886334994,"tata1","1","ems"
"ems.m76",1.15035261441625,0.0938326867230638,1.21329035650053,0.537296056891198,"m76","1","ems"
"ems.tata",1.05450708141575,0.0867865198015199,0.990992461690119,0.17409420267428,"tata1","1","ems"
"sham.wt",0.988984649950291,0.0116398188204226,0.987248923521066,0.0108744706432378,"BY","1","sham"
"ems.m76",0.987198602452123,0.0568657265144123,0.927804315710466,0.0402135793974624,"m76","1","ems"
"ems.tata",0.959207361269953,0.0476677352555943,0.907708998584881,0.0973649267184336,"tata1","1","ems"
"sham.wt",1.0248304018946,0.0244642768186439,1.0244227156129,0.056630990817493,"BY","1","sham"
"ems.m76",0.730876548442432,0.0801049139174576,1.58108689176662,0.272905726558398,"m76","1","ems"
"sham.tata",1.00918071092082,0.0588731000668382,1.02281188735964,0.0882685807846717,"tata1","1","sham"
"sham.wt",1.00620420168874,0.0090880906009844,1.00763015394429,0.0463692751500906,"BY","1","sham"
"ems.m76",1.25912007873594,0.174200175518726,1.53717739682088,0.306030189310891,"m76","1","ems"
"ems.tata",1.01296284570933,0.0402114861268588,1.00241207972003,0.0483362337622014,"tata1","1","ems"
"sham.wt",0.966254593203864,0.0219471503763115,0.968377338457157,0.0318749477484262,"BY","1","sham"
"ems.m76",0.924299242759046,0.209136955679095,0.992184877673588,0.187335041641111,"m76","1","ems"
"sham.tata",1.06833453309137,0.0404740179142639,1.11702892074391,0.0666675201539576,"tata1","1","sham"
"ems.tata",1.00754563419225,0.0636911403104219,1.0656476127457,0.0944142667079209,"tata1","1","ems"
"ems.tata",0.922385010258494,0.15640966752408,0.804703796391918,0.262762723379079,"tata1","1","ems"
"ems.m76",0.920370230041721,0.152349253684396,1.25521502187561,0.231148901852254,"m76","1","ems"
"ems.tata",0.896394135744547,0.0425510187790969,0.862038388626956,0.0591241518173388,"tata1","1","ems"
"sham.tata",0.966716085112439,0.0274539548160388,0.927011257760273,0.0556847518226882,"tata1","1","sham"
"ems.tata",1.10946004778124,0.114266523644546,5.73314467569039,8.0968448350139,"tata1","1","ems"
"ems.tata",0.977870010481337,0.0272466881488081,0.852302149800684,0.0820564814352238,"tata1","1","ems"
"sham.tata",0.995987361196085,0.0665951188530892,0.950151182981922,0.0781948893718372,"tata1","1","sham"
"ems.m76",1.00461300289238,0.145981091929848,1.1907708974956,0.43022156901426,"m76","1","ems"
"ems.tata",0.960840860234983,0.0562670218656292,1.14648742096605,0.196521861301042,"tata1","1","ems"
"sham.tata",0.989219221240272,0.0546513110562997,0.941313911994178,0.0858473408481887,"tata1","1","sham"
"ems.tata",1.01774893358304,0.032802777131105,0.966716950297512,0.040239609393591,"tata1","1","ems"
"ems.tata",1.07213641538787,0.0437837629136548,1.16127893415823,0.0305684868514234,"tata1","1","ems"
"sham.tata",1.05866474890434,0.0152910718429957,1.05381345982923,0.0462938993116697,"tata1","1","sham"
"sham.wt",0.986671476623816,0.0181393416027149,1.01514190449519,0.0311306602036451,"BY","1","sham"
"ems.tata",1.000773961634,0.0327221930299713,0.976756934945467,0.0227618636637079,"tata1","1","ems"
"ems.tata",0.89247619011729,0.0372623570033643,0.881063898204397,0.0611805073629378,"tata1","1","ems"
"sham.m76",1.01300961866004,0.0548931181829952,0.9348590292656,0.0192497105745395,"m76","1","sham"
"sham.wt",1.01627491448915,0.0193236806450591,1.03421311934828,0.0398976807262247,"BY","1","sham"
"ems.tata",1.00974035884293,0.037757659357219,1.1954405777482,0.0438310273824536,"tata1","1","ems"
"ems.tata",0.99726078136859,0.0131224286622276,0.988466863575081,0.0647813570124825,"tata1","1","ems"
"sham.m76",1.01369199623296,0.0836621983725192,0.929771885783289,0.0414768283861812,"m76","1","sham"
"ems.tata",1.09866950389711,0.0514103880175535,1.03446199367183,0.0679719482325853,"tata1","1","ems"
"sham.m76",1.04216947499889,0.153513286220039,1.14239183575329,0.13984489863539,"m76","1","sham"
"sham.wt",0.998718624697996,0.00567443605502765,0.998535637750739,0.0440722049818385,"BY","1","sham"
"ems.tata",1.10102378174932,0.0359515777278274,1.26915350464993,0.0514389919681806,"tata1","1","ems"
"ems.tata",1.08757791332688,0.0467255334119631,1.09213724243459,0.0474878451808774,"tata1","1","ems"
"sham.m76",1.10012261615366,0.0736599702481028,0.957170190268922,0.0765689374474938,"m76","1","sham"
"sham.m76",1.02551682191262,0.166408110188391,1.05737104458158,0.110330659923581,"m76","1","sham"
"sham.wt",1.00658893435672,0.0103577494179448,0.979963942101762,0.02655520496648,"BY","1","sham"
"ems.m76",1.03549755644487,0.0755087171939339,1.05210258847074,0.127327979971449,"m76","1","ems"
"sham.wt",1.00451329092611,0.00853728102652985,1.02421673362141,0.0373221373160161,"BY","1","sham"
"ems.tata",0.865948173659563,0.0296863715896333,0.841493013802076,0.039295026184429,"tata1","1","ems"
"sham.wt",0.984602349476746,0.019883202632489,0.975124374190218,0.031675438722039,"BY","1","sham"
"ems.m76",1.06670740686614,0.135186693500894,1.20153873957269,0.296666990373328,"m76","1","ems"
"ems.m76",0.942970245045581,0.0936159965148904,0.915678249785208,0.0446136909769091,"m76","1","ems"
"ems.tata",0.867977598972583,0.07394730356943,1.23193428272193,0.729979177872011,"tata1","1","ems"
"ems.m76",1.02413494170887,0.0898342312574055,1.20866843845885,0.296335350584829,"m76","1","ems"
"sham.wt",1.01494688747967,0.014915182165422,1.0100215495282,0.0295445592640331,"BY","1","sham"
"ems.tata",0.804477334384469,0.0608471196988898,0.698770933955108,0.115666859991006,"tata1","1","ems"
"sham.wt",1.00845449891085,0.0104825878913115,1.01298268250102,0.0327717685018078,"BY","1","sham"
"ems.m76",1.04330357886199,0.112635438511866,0.943424285743714,0.0650320863277154,"m76","1","ems"
"ems.tata",0.987800908833085,0.0720025720961302,0.97874059903427,0.063205555619729,"tata1","1","ems"
"sham.wt",1.01054734360349,0.0106630552412733,1.00728540671927,0.0350184249495906,"BY","1","sham"
"ems.m76",0.851927243862789,0.166931548465268,1.017940542615,0.304410609505006,"m76","1","ems"
"sham.tata",0.99399918084554,0.0244654572240026,0.982052862667335,0.0250289672074594,"tata1","1","sham"
"ems.m76",0.970502328951993,0.0455438613708942,0.956488542602593,0.158664425797814,"m76","1","ems"
"ems.m76",0.917064308439298,0.139105696639801,0.800497925755027,0.0470360958611029,"m76","1","ems"
"ems.tata",1.00397236486874,0.0599911556217554,0.95805600813415,0.0568481528539038,"tata1","1","ems"
"ems.tata",0.971381474836088,0.0160070835548354,0.969334858940651,0.0524638621570505,"tata1","1","ems"
"sham.wt",0.986756760412302,0.0168361399007046,0.980786311707165,0.0224569736389272,"BY","1","sham"
"sham.tata",1.03041540160125,0.0761004262994431,0.989454187794531,0.113196782114716,"tata1","1","sham"
"ems.m76",1.0438364785978,0.186711720770273,0.980678226112362,0.101896064484861,"m76","1","ems"
"ems.m76",0.988919933816246,0.136511417439352,0.927452473441303,0.0885971446238435,"m76","1","ems"
"ems.tata",1.02363727124187,0.0382741603781081,0.980705727874353,0.0306112988963896,"tata1","1","ems"
"ems.tata",1.01291624120239,0.0369644363356048,0.95933249228854,0.0667238333275622,"tata1","1","ems"
"sham.wt",0.988487700178691,0.00808991387871263,0.959008837074013,0.00837116034454014,"BY","1","sham"
"ems.m76",0.960993812131555,0.162918986281417,0.948654438121223,0.181942498550312,"m76","1","ems"
"ems.m76",0.879448682665909,0.0871279785117252,1.20703764684487,0.616716213486063,"m76","1","ems"
"sham.wt",1.01543383924263,0.010976612720021,0.99986147350158,0.0232414579305976,"BY","1","sham"
"sham.wt",1.00488744623198,0.00393531845490775,0.984337287548037,0.0580232644677235,"BY","1","sham"
"ems.m76",0.958905159230367,0.0450180568270565,0.907229014023082,0.035197710888524,"m76","1","ems"
"ems.m76",0.915611054042605,0.0827880393751305,0.968596405756237,0.0559493577547242,"m76","1","ems"
"ems.tata",1.01881312519583,0.0572286335712885,0.862348867398301,0.0680421663264523,"tata1","1","ems"
"sham.tata",0.986719051797788,0.0125400516354905,1.00211769817492,0.0427449901401199,"tata1","1","sham"
"sham.tata",0.936967110672479,0.0233840009881336,0.922651320270866,0.024444685153727,"tata1","1","sham"
"sham.wt",0.992759066112483,0.0128642257109377,0.945224617127028,0.0320057908996633,"BY","1","sham"
"sham.wt",1.00283940779659,0.00302658607092145,0.984858439094317,0.0436219992077509,"BY","1","sham"
"ems.m76",0.989607610232653,0.128345740778568,0.923032034252561,0.134386533263647,"m76","1","ems"
"ems.m76",0.981502101826952,0.1535629074213,0.90155598657205,0.0487380391238311,"m76","1","ems"
"ems.tata",1.00173066079429,0.0268888317241207,0.981639400224142,0.0339960330151808,"tata1","1","ems"
"sham.tata",1.04260221567091,0.0388987090048462,0.982665726603768,0.0389388478036583,"tata1","1","sham"
"sham.tata",1.02264012728671,0.0537099835717896,0.989221281139346,0.118498757493363,"tata1","1","sham"
"sham.wt",0.9926810871217,0.0207182497808358,0.992606572702108,0.079287689357555,"BY","1","sham"
"ems.tata",0.988905501276414,0.0653115181732727,0.883602920014969,0.0924522227385683,"tata1","1","ems"
"ems.tata",0.935359432486688,0.0388537674522048,0.884159804173011,0.0775308480436601,"tata1","1","ems"
"sham.m76",0.982532462591431,0.0172687975511434,0.93595051429364,0.0489670656247261,"m76","1","sham"
"sham.tata",0.953944620375155,0.00205680113771034,0.944504922554517,0.0188834987420902,"tata1","1","sham"
"sham.tata",1.03939556643954,0.0437792107368556,1.05283026674233,0.0891972338409436,"tata1","1","sham"
"sham.m76",1.02656441503837,0.137896150103036,1.38304492670186,0.580596752823759,"m76","1","sham"
"sham.wt",0.99858137418037,0.00545889741261568,0.980244601176755,0.0253092174188076,"BY","1","sham"
"ems.tata",1.1028366901112,0.0634635647637087,1.01297468975527,0.0676129876688904,"tata1","1","ems"
"sham.m76",0.961456691492441,0.119478310276447,1.82705123375312,1.1838932840925,"m76","1","sham"
"sham.tata",0.934873917687734,0.0168930780137586,0.929754122246715,0.0380935921359815,"tata1","1","sham"
"sham.tata",0.991672995363238,0.0486650952861292,0.9711873321866,0.0342282509160324,"tata1","1","sham"
"sham.m76",0.897369992154889,0.128812366360055,1.28037435683337,0.256825154536211,"m76","1","sham"
"sham.wt",0.994122842978159,0.00403037676192981,0.975295712551584,0.0111407512375385,"BY","1","sham"
"sham.wt",0.996894417988923,0.0159949500851383,0.998845683860322,0.0137589889672225,"BY","1","sham"
"ems.tata",0.944395915226036,0.0984860016301349,0.938987513517489,0.124157124768703,"tata1","1","ems"
"sham.m76",0.950468799199171,0.120704383617556,0.980227054589375,0.0957226686869092,"m76","1","sham"
"sham.wt",1.00043881670577,0.0122868143553844,0.984836065761734,0.047138894867542,"BY","1","sham"
"ems.tata",0.960241939862051,0.0308404147940229,1.02107338478924,0.046963749624977,"tata1","1","ems"
"sham.m76",0.929227750501895,0.0883049982191175,0.855668332290478,0.0696615942873026,"m76","1","sham"
"sham.tata",0.991322345076376,0.0251948818085503,1.05076142619995,0.0854737539800185,"tata1","1","sham"
"ems.m76",0.8927280253932,0.0520989497277872,0.949523543504093,0.136356485655164,"m76","1","ems"
"sham.m76",0.911126606799182,0.105913122494771,1.04477264317099,0.18202006710472,"m76","1","sham"
"sham.wt",1.00735017158378,0.00702854722323842,0.97828386761914,0.00715490771108457,"BY","1","sham"
"ems.tata",1.01032727079644,0.0374739291915352,0.982710117449777,0.0543030999032167,"tata1","1","ems"
"sham.m76",0.979210732716405,0.14075813645303,0.892216255679787,0.0737216171257898,"m76","1","sham"
"ems.m76",0.915529691267696,0.0486989664025468,0.85757445658933,0.0558462475578156,"m76","1","ems"
"sham.tata",1.05281559120637,0.0236017174136993,1.00756365301942,0.0348500936544699,"tata1","1","sham"
"ems.m76",1.04484002024886,0.179879485571207,1.27748703932066,0.126589339411461,"m76","1","ems"
"sham.m76",0.932103996977458,0.122281050497755,1.76091131179127,0.967989484351471,"m76","1","sham"
"sham.m76",0.979609134171489,0.0995533248498033,0.89702086258805,0.0967923588895459,"m76","1","sham"
"ems.tata",0.876538385157607,0.113047322601426,0.692197707248654,0.202234268206673,"tata1","1","ems"
"sham.tata",0.968772343679665,0.0148888924913421,0.933954862991668,0.0483843763535242,"tata1","1","sham"
"ems.m76",0.870091084408937,0.12808525080538,1.02139773568172,0.213178541760392,"m76","1","ems"
"sham.m76",1.06670358454852,0.149452236573712,1.21412505074847,0.155479504304231,"m76","1","sham"
"ems.tata",0.969447057370128,0.0192826224808214,0.988634146859751,0.0632433108799592,"tata1","1","ems"
"sham.tata",0.963913578190373,0.030607297345323,1.01998946783529,0.0786787103342677,"tata1","1","sham"
"sham.tata",1.06651428553031,0.0198393793965765,1.057802130574,0.0264086477453965,"tata1","1","sham"
"ems.m76",0.948671211050394,0.158026892271611,1.04005638230059,0.205008672645681,"m76","1","ems"
"sham.wt",1.01993466029991,0.0424797737587082,1.0514755545143,0.107713026676169,"BY","1","sham"
"sham.m76",0.7251254694686,0.193657214847769,1.18334796004774,0.125687506281486,"m76","1","sham"
"ems.tata",1.04482587902519,0.0136739947189623,0.975119036088205,0.0204681768350875,"tata1","1","ems"
"sham.tata",0.995592245157673,0.112372581673998,0.983051817111827,0.282608392739552,"tata1","1","sham"
"sham.m76",0.863696592319515,0.22077679816386,1.15037671856664,0.215550806594437,"m76","1","sham"
"ems.tata",0.890416217469362,0.0303587124088493,1.04984335569132,0.0572045359640961,"tata1","1","ems"
"sham.wt",0.993043206382771,0.0277449029209077,0.990126413076448,0.0461521114728146,"BY","1","sham"
"sham.tata",0.965064589998045,0.0317712478740236,0.943876528744259,0.0480154441907686,"tata1","1","sham"
"ems.m76",0.992453620494185,0.00955114261661443,0.921872339331554,0.0291145421858032,"m76","1","ems"
"sham.m76",0.953562664169948,0.109528022453023,0.980067663468399,0.0910368594206101,"m76","1","sham"
"ems.m76",0.582412992753932,0.0489462048929867,0.973061898587165,0.0371358040224244,"m76","1","ems"
"ems.tata",0.785546943738397,0.0190352216158171,0.789868210435436,0.0254169320421513,"tata1","1","ems"
"ems.m76",0.972168580272053,0.0634243839045011,0.293767844928537,0.0453471190301589,"m76","1","ems"
"ems.m76",1.01692761245732,0.0905507923220499,0.986266932738497,0.629709522719882,"m76","1","ems"
"sham.tata",1.05887141360955,0.025322716650852,1.02389562413573,0.0789233526166625,"tata1","1","sham"
"ems.m76",0.889475994709952,0.127700474901512,1.41497537359382,0.272848573015316,"m76","1","ems"
"sham.m76",0.883463838581898,0.193694572049997,1.05097118740216,0.201444014828027,"m76","1","sham"
"ems.tata",1.00890615393313,0.0428693166751233,1.01004994455938,0.114823751474617,"tata1","1","ems"
"ems.m76",1.04455808598283,0.0612388676111875,1.18427028807408,0.12973688694619,"m76","1","ems"
"ems.m76",1.1589637899894,0.16253549785263,1.07125615323041,0.0891371269810711,"m76","1","ems"
"sham.wt",0.996687294573593,0.00787454878222347,1.00869526327791,0.0456282282888229,"BY","1","sham"
"sham.m76",0.786361893520919,0.0711990004819646,0.902116779316854,0.256093067884611,"m76","1","sham"
"sham.m76",0.988748230947877,0.0641008523286901,0.988595955797173,0.0737989670621524,"m76","1","sham"
"ems.m76",1.01216363374574,0.0365429889543489,0.965426184686726,0.0681964933582308,"m76","1","ems"
"ems.m76",0.937825198670295,0.230821549166645,1.14204734003137,0.096261588696709,"m76","1","ems"
"ems.tata",0.996284087948788,0.0237861668719442,0.993600287663044,0.0666868260207636,"tata1","1","ems"
"sham.m76",1.00852702836309,0.0841395256518176,1.04593606643855,0.152048384440888,"m76","1","sham"
"ems.m76",0.989264121252167,0.092676737962263,0.93880923199246,0.0333989459961564,"m76","1","ems"
"ems.m76",0.855120859407707,0.0508201286559874,1.27758303852988,0.2289715671122,"m76","1","ems"
"ems.m76",1.11852636332857,0.0766146346302042,1.06045888420648,0.0690275814081382,"m76","1","ems"
"ems.tata",0.932559592007652,0.122805252795527,1.51588127931392,0.982101478532904,"tata1","1","ems"
"ems.tata",1.00846015790724,0.0579752367196741,1.09271325277975,0.127551031205689,"tata1","1","ems"
"sham.m76",0.893855657377407,0.134431820213429,1.64774782968016,0.434863618330125,"m76","1","sham"
"ems.tata",0.961090911939174,0.0208272160737622,0.955640797163405,0.107389593914893,"tata1","1","ems"
"ems.tata",1.03176396389009,0.0180445104097307,1.13799886200375,0.196760076252875,"tata1","1","ems"
"sham.m76",0.993170058623199,0.0696318367094808,0.93763488376053,0.110225845907981,"m76","1","sham"
"ems.m76",0.859975482213311,0.0810387554536728,0.853383818583423,0.110783083557198,"m76","1","ems"
"ems.m76",1.10353568534928,0.151465342222651,0.896923891657726,0.0655284062054618,"m76","1","ems"
"ems.m76",0.800641879871993,0.085316842370576,0.922404658646163,0.0514604040739912,"m76","1","ems"
"sham.wt",1.00365079269002,0.0170814061154452,1.00943967618625,0.0722445043207888,"BY","1","sham"
"ems.tata",1.05506374502764,0.0648219030397527,1.0386507087159,0.163568470753857,"tata1","1","ems"
"sham.m76",1.09165368429762,0.16097186423964,1.11081817655994,0.196466657732375,"m76","1","sham"
"ems.m76",1.07017671647321,0.0310776083788204,0.408410130135498,0.0249612374644646,"m76","1","ems"
"ems.m76",1.09889969113045,0.197107428991261,1.27820134031035,0.139488499688981,"m76","1","ems"
"ems.m76",0.689564958101051,0.0945681940732099,0.972885984186424,0.202821352749762,"m76","1","ems"
"ems.tata",1.07378353811545,0.0400268253363089,1.31323740977915,0.123637566336175,"tata1","1","ems"
"ems.m76",0.808623144097245,0.171905974527702,0.965407145217562,0.0928896894300123,"m76","1","ems"
"sham.tata",1.00106338942473,0.0214841840799447,1.0203394744292,0.116232450582793,"tata1","1","sham"
"sham.tata",0.998131049092485,0.0385446678404763,1.04135884036576,0.0532510339771814,"tata1","1","sham"
"sham.wt",1.01209656200783,0.0133673191135664,1.05458355997883,0.0291465149119797,"BY","1","sham"
"ems.m76",1.01528755657022,0.10020091783999,1.00007926270316,0.101682053980596,"m76","1","ems"
"ems.tata",0.97070606667653,0.0226012006685565,1.05902813127959,0.0498695481633806,"tata1","1","ems"
"ems.tata",0.956058109715598,0.0225335996747246,0.978845875733441,0.0178682118903158,"tata1","1","ems"
"sham.tata",1.05827036412445,0.0724432417817584,1.09010020404973,0.135861345459056,"tata1","1","sham"
"sham.tata",1.01740931083724,0.0714579671515689,1.11792705090476,0.0753510296585432,"tata1","1","sham"
"sham.wt",0.990469348428887,0.00589477661323068,1.02519365156345,0.0328915152870334,"BY","1","sham"
"ems.m76",0.919740040041041,0.112234869506446,1.00942228711037,0.0900937511719017,"m76","1","ems"
"ems.tata",1.03657293666278,0.0255038357141285,1.24277999324553,0.0682264884923117,"tata1","1","ems"
"ems.tata",0.986135233314599,0.164753568610949,1.43309311403001,0.728245106165273,"tata1","1","ems"
"ems.tata",0.991867230374641,0.0808030176174998,1.02537734623762,0.152849568770031,"tata1","1","ems"
"ems.m76",0.909045186818633,0.0903531747577553,0.97955259786245,0.0938156735591026,"m76","1","ems"
"sham.m76",0.781728849314922,0.183719084767858,1.31190513493112,0.422761087091994,"m76","1","sham"
"ems.tata",1.00494123023877,0.007752371082711,1.00550552398141,0.0176422933444323,"tata1","1","ems"
"sham.m76",0.92539022221158,0.0936672496303141,1.34131075328851,0.534476204780323,"m76","1","sham"
"sham.tata",0.951196730836672,0.0271907019223876,0.926852325063271,0.0262734325129041,"tata1","1","sham"
"sham.m76",1.00150175361097,0.0494083255005909,1.79707195287985,0.50682977537676,"m76","1","sham"
"sham.m76",1.01222538413547,0.125884198061731,1.29235668362513,0.627869815886587,"m76","1","sham"
"ems.m76",0.816570904955898,0.117286695621674,1.21857958219851,0.545458359437399,"m76","1","ems"
"ems.m76",0.909894983263704,0.14822588889722,1.17806791843518,0.337963641835661,"m76","1","ems"
"ems.tata",1.01014534480891,0.0446080902767356,0.97721836855469,0.0320582958638749,"tata1","1","ems"
"sham.m76",0.983091356528343,0.19812006622499,1.42129581571538,0.549818066603525,"m76","1","sham"
"sham.tata",0.954386833901204,0.0364598068131895,0.956311894706694,0.0402574721832583,"tata1","1","sham"
"sham.m76",0.87508814999411,0.111506017926787,1.17144381466389,0.28426989995974,"m76","1","sham"
"sham.m76",0.984035966316755,0.0836964840268741,1.43214829331775,0.707869419986043,"m76","1","sham"
"ems.m76",0.93119483490472,0.231336384775528,1.098484164095,0.148509983157952,"m76","1","ems"
"ems.m76",0.9493367876785,0.188144121127139,1.01436062551945,0.10341277095525,"m76","1","ems"
"sham.m76",1.01854094760226,0.0391221007256829,1.05533843929414,0.204555664092552,"m76","1","sham"
"ems.tata",1.00827923214417,0.0564776933024998,1.02891775291652,0.102481546382223,"tata1","1","ems"
"ems.tata",0.987591264803194,0.0355231943363181,0.974522148072771,0.0840063294329929,"tata1","1","ems"
"ems.tata",0.992788354725338,0.0157240517403543,1.04020688293289,0.031802034382856,"tata1","1","ems"
"sham.wt",1.01060016434019,0.0137364664610817,1.01253501960979,0.0329954489330493,"BY","1","sham"
"sham.m76",0.998198609316487,0.0950373922873291,1.00859371941571,0.104087542906664,"m76","1","sham"
"ems.m76",0.93059329338658,0.0994286935565086,0.966564471758076,0.134645372605366,"m76","1","ems"
"sham.tata",0.953846800209915,0.0320726866303298,0.922455140344951,0.0122067632037214,"tata1","1","sham"
"ems.tata",1.05237791449024,0.0553760195640095,1.09470949679113,0.0811659590349467,"tata1","1","ems"
"ems.tata",1.02721605180927,0.0819847920417133,1.00849989520546,0.157085213140062,"tata1","1","ems"
"ems.tata",0.863917178477574,0.0618524283403471,0.747776549331042,0.0543872033662617,"tata1","1","ems"
"sham.wt",1.01794231044629,0.0323772587663494,1.0455988626028,0.0813470242336109,"BY","1","sham"
"sham.m76",1.02164340960848,0.148410178815963,1.12652141911989,0.278390562074715,"m76","1","sham"
"sham.tata",0.969148051417108,0.0650328225849751,0.943171191535487,0.106583609153834,"tata1","1","sham"
"ems.tata",1.0373515622856,0.0462130800514681,1.11227868474432,0.077840752762906,"tata1","1","ems"
"sham.m76",0.992928180261164,0.0385630552673926,0.980256897141395,0.0721792773584486,"m76","1","sham"
"sham.m76",0.955220421299705,0.0482378429060007,0.872926946652534,0.0248590041157746,"m76","1","sham"
"sham.tata",0.936388281591735,0.0181371744284532,0.935465085770279,0.0416038233271992,"tata1","1","sham"
"ems.m76",0.945210289130428,0.0605588885912438,0.96702141106422,0.0920720022106192,"m76","1","ems"
"ems.m76",0.887606565179947,0.12870391557042,0.948916704115153,0.100064619550819,"m76","1","ems"
"sham.m76",0.928739222484727,0.0758495655111031,0.901577143279907,0.0607840146017839,"m76","1","sham"
"ems.m76",1.64034673664456,0.0240082020576837,1.4859728683412,0.0519523005227756,"m76","1","ems"
"sham.m76",1.0496301916731,0.0818089099844711,1.00222264419386,0.160471863799509,"m76","1","sham"
"sham.m76",1.00370292654293,0.118403972041287,0.973956320913839,0.114557717252971,"m76","1","sham"
"sham.tata",0.946768305844729,0.0443004416714298,0.987489595318968,0.0750161727172141,"tata1","1","sham"
"ems.m76",0.965416733627798,0.0489675375079295,0.996146869312637,0.0500135106336599,"m76","1","ems"
"ems.m76",0.907381898327583,0.383232564895066,2.19819439346431,0.797674592660281,"m76","1","ems"
"sham.m76",1.08845636549922,0.0892739890410222,0.835835209107316,0.268031727115592,"m76","1","sham"
"ems.m76",0.950644126064001,0.119550530527097,0.923071265139344,0.134501978702144,"m76","1","ems"
"ems.tata",0.982857578651827,0.0534618597848428,0.959578704006064,0.0832202589061032,"tata1","1","ems"
"sham.tata",0.966726555492581,0.0353402880945934,0.940881828343313,0.0886997820554955,"tata1","1","sham"
"ems.m76",0.983224138953045,0.036366057410962,1.02369911772154,0.040579899681317,"m76","1","ems"
"sham.m76",0.999082582454152,0.152035035970691,1.28795639669614,0.543526970509309,"m76","1","sham"
"sham.m76",1.03797876810253,0.113124381199393,1.70578078492696,0.859079734590888,"m76","1","sham"
"ems.m76",1.00462959531127,0.15831094613409,1.87384899372874,1.34916682361117,"m76","1","ems"
"ems.m76",0.907445890333865,0.0524886985246668,0.879867775354201,0.041783830293609,"m76","1","ems"
"sham.m76",0.935875887437463,0.0423778402751087,0.978288571248311,0.162538839822178,"m76","1","sham"
"sham.tata",1.04265151579861,0.048357395822405,0.992410543939651,0.0405283602637616,"tata1","1","sham"
"ems.m76",0.853369418301045,0.187186442373479,1.6962778917949,1.08297562604659,"m76","1","ems"
"sham.m76",0.968031217622243,0.160009909974553,0.951513375974416,0.107389148917953,"m76","1","sham"
"sham.m76",0.947178588953773,0.097070074824723,1.03426085961917,0.0692175749224527,"m76","1","sham"
"ems.m76",0.756591410588286,0.0636572750216454,1.49634886280706,1.05644302944061,"m76","1","ems"
"ems.m76",0.974782034108654,0.0878214593823631,1.00970210715548,0.0699474042972853,"m76","1","ems"
"sham.m76",0.947836799873638,0.0914902333388164,0.927389186719276,0.0930419632847419,"m76","1","sham"
"ems.tata",0.990582698481171,0.0348016142099348,1.0107203198226,0.0442058497112691,"tata1","1","ems"
"ems.m76",1.07311022505213,0.125851834370492,1.10635823822873,0.201659054724647,"m76","1","ems"
"sham.tata",0.965093125300246,0.0393052023668,1.05206032805684,0.0543749964090827,"tata1","1","sham"
"ems.tata",0.958682241037612,0.00652943212355133,0.970057908606893,0.0414955741062593,"tata1","1","ems"
"ems.tata",1.0282756475074,0.0424743191411343,1.09752581589112,0.0321425498657365,"tata1","1","ems"
"ems.tata",0.803905267001312,0.0406026970783368,0.530208440597947,0.0660012449737078,"tata1","1","ems"
"sham.m76",0.935595702663585,0.0436907874184371,0.985829318932359,0.158392600531803,"m76","1","sham"
"ems.m76",0.916493645691392,0.109139379755313,1.01803511809491,0.0938990868707529,"m76","1","ems"
